gap_duration,contrast,n_flashes,response,rt,subject
0,1,1,0,0.544921875,21
0,1,1,0,0.5625,21
28,1,2,1,0.646484375,21
42,0.5,2,1,0.556640625,21
35,0.5,2,1,0.73046875,21
28,1,2,1,0.6171875,21
0,1,1,0,0.681640625,21
0,1,1,0,0.646484375,21
42,1,2,1,0.630859375,21
0,0.5,1,0,0.59375,21
0,0.5,1,0,0.615234375,21
0,1,1,0,0.544921875,21
56,0.5,2,1,0.65625,21
21,0.5,2,1,0.5859375,21
0,0.5,1,0,0.662109375,21
0,1,1,0,0.568359375,21
49,1,2,1,0.537109375,21
21,1,2,1,0.611328125,21
0,1,1,0,0.861328125,21
56,1,2,1,0.845703125,21
7,0.5,2,0,0.55078125,21
0,0.5,1,0,0.60546875,21
0,1,1,0,0.6953125,21
0,0.5,1,0,0.708984375,21
49,1,2,1,0.66015625,21
0,1,1,0,0.630859375,21
14,1,2,0,0.564453125,21
56,0.5,2,1,0.89453125,21
0,0.5,1,0,0.53515625,21
0,1,1,0,0.591796875,21
28,1,2,1,0.6015625,21
35,0.5,2,1,0.619140625,21
0,1,1,0,0.591796875,21
14,0.5,2,0,0.62890625,21
21,0.5,2,1,0.78125,21
0,0.5,1,0,0.607421875,21
0,0.5,1,0,0.55078125,21
42,1,2,1,0.53125,21
0,1,1,0,0.64453125,21
7,1,2,0,0.58203125,21
0,0.5,1,0,0.55078125,21
28,1,2,1,0.5078125,21
0,1,1,0,0.49609375,21
7,0.5,2,0,0.626953125,21
35,1,2,1,0.44921875,21
7,0.5,2,0,0.611328125,21
0,1,1,0,0.51953125,21
56,1,2,1,0.640625,21
0,0.5,1,0,0.5625,21
21,1,2,1,0.53515625,21
0,1,1,0,0.607421875,21
0,1,1,0,0.548828125,21
0,0.5,1,0,0.537109375,21
7,0.5,2,0,0.541015625,21
42,0.5,2,1,0.521484375,21
0,1,1,0,0.517578125,21
14,1,2,1,1.783203125,21
35,1,2,1,0.580078125,21
0,0.5,1,0,0.5625,21
56,1,2,1,0.576171875,21
0,1,1,0,0.578125,21
0,0.5,1,0,0.5,21
28,0.5,2,1,0.671875,21
56,0.5,2,1,0.5703125,21
0,0.5,1,0,0.572265625,21
21,0.5,2,1,0.595703125,21
0,1,1,0,1.029296875,21
56,0.5,2,1,0.615234375,21
0,0.5,1,0,0.603515625,21
0,0.5,1,0,0.607421875,21
56,0.5,2,1,0.56640625,21
0,0.5,1,0,0.78125,21
35,1,2,1,0.59375,21
14,1,2,0,0.583984375,21
28,0.5,2,1,0.58203125,21
7,0.5,2,0,0.560546875,21
28,1,2,1,0.66796875,21
7,0.5,2,0,0.572265625,21
0,0.5,1,0,0.99609375,21
49,0.5,2,1,0.6484375,21
21,1,2,1,0.76171875,21
7,1,2,0,0.556640625,21
0,1,1,0,0.564453125,21
0,0.5,1,0,0.439453125,21
0,1,1,0,0.46484375,21
0,0.5,1,0,0.556640625,21
0,0.5,1,0,0.474609375,21
28,1,2,1,0.66796875,21
0,1,1,0,0.677734375,21
0,1,1,0,0.744140625,21
0,1,1,0,0.501953125,21
0,0.5,1,0,0.642578125,21
0,0.5,1,0,0.560546875,21
0,0.5,1,0,0.59375,21
0,1,1,0,0.541015625,21
0,0.5,1,0,0.40625,21
0,0.5,1,0,0.3671875,21
0,0.5,1,0,0.52734375,21
0,1,1,0,0.484375,21
0,1,1,0,0.423828125,21
0,1,1,0,0.408203125,21
21,0.5,2,0,0.40625,21
0,0.5,1,0,0.5,21
0,1,1,0,0.51953125,21
0,1,1,0,0.54296875,21
0,0.5,1,0,0.5,21
56,0.5,2,1,0.595703125,21
0,0.5,1,0,0.5859375,21
56,0.5,2,1,0.60546875,21
42,1,2,1,0.48046875,21
7,0.5,2,0,0.49609375,21
0,1,1,0,0.55078125,21
0,0.5,1,0,0.5078125,21
14,1,2,0,2.224609375,21
56,0.5,2,1,0.974609375,21
7,1,2,0,0.671875,21
21,1,2,1,0.650390625,21
0,0.5,1,0,0.51953125,21
0,1,1,0,0.533203125,21
0,1,1,0,0.794921875,21
0,0.5,1,0,0.732421875,21
42,0.5,2,1,0.7109375,21
0,0.5,1,0,0.66796875,21
0,0.5,1,0,0.65234375,21
28,1,2,1,0.703125,21
0,1,1,0,1.9453125,21
0,1,1,0,0.75390625,21
14,0.5,2,0,0.5390625,21
0,0.5,1,0,0.609375,21
0,0.5,1,0,0.609375,21
0,0.5,1,0,0.619140625,21
42,1,2,1,1.24609375,21
0,1,1,0,0.75390625,21
0,1,1,0,0.578125,21
0,1,1,0,0.44140625,21
28,0.5,2,1,0.626953125,21
7,0.5,2,0,0.6484375,21
0,1,1,0,0.6640625,22
56,1,2,1,0.646484375,22
42,1,2,1,0.646484375,22
7,0.5,2,0,0.611328125,22
0,1,1,0,0.70703125,22
0,0.5,1,0,0.61328125,22
0,1,1,0,0.5859375,22
0,0.5,1,0,0.60546875,22
0,1,1,0,0.615234375,22
14,1,2,0,0.64453125,22
0,0.5,1,0,0.548828125,22
0,1,1,0,0.59765625,22
49,0.5,2,1,0.671875,22
42,1,2,1,0.62109375,22
0,1,1,0,0.568359375,22
14,1,2,0,0.59375,22
0,1,1,0,0.564453125,22
56,1,2,1,0.625,22
0,1,1,0,0.5625,22
0,0.5,1,0,0.60546875,22
35,0.5,2,1,0.56640625,22
28,1,2,1,0.640625,22
28,0.5,2,1,0.72265625,22
42,0.5,2,1,0.640625,22
0,0.5,1,0,0.70703125,22
49,1,2,1,0.6875,22
14,1,2,1,0.609375,22
56,1,2,1,0.576171875,22
21,1,2,1,0.5,22
7,1,2,0,0.60546875,22
0,1,1,0,0.552734375,22
0,0.5,1,0,0.5859375,22
28,0.5,2,1,0.572265625,22
56,0.5,2,1,0.580078125,22
21,1,2,1,0.625,22
7,1,2,0,0.587890625,22
0,0.5,1,0,0.638671875,22
49,1,2,1,0.654296875,22
49,1,2,1,0.615234375,22
14,0.5,2,0,0.619140625,22
0,0.5,1,0,0.572265625,22
28,0.5,2,1,0.677734375,22
28,0.5,2,1,0.552734375,22
35,1,2,1,0.54296875,22
28,0.5,2,1,0.556640625,22
14,1,2,1,0.494140625,22
42,0.5,2,1,0.58203125,22
56,1,2,1,0.509765625,22
0,1,1,0,0.61328125,22
14,0.5,2,0,0.5625,22
21,1,2,1,0.92578125,22
35,0.5,2,1,0.685546875,22
42,1,2,1,0.70703125,22
0,0.5,1,0,0.703125,22
56,1,2,1,0.63671875,22
42,1,2,1,0.666015625,22
0,1,1,0,0.587890625,22
0,1,1,0,0.583984375,22
0,1,1,0,0.646484375,22
0,0.5,1,0,0.58203125,22
42,1,2,1,0.99609375,22
21,0.5,2,1,1.01953125,22
49,0.5,2,1,0.7734375,22
49,1,2,1,0.603515625,22
35,1,2,1,0.544921875,22
0,0.5,1,0,0.5546875,22
35,1,2,1,0.650390625,22
28,0.5,2,1,0.876953125,22
0,0.5,1,0,0.57421875,22
0,0.5,1,0,0.564453125,22
35,0.5,2,1,0.669921875,22
0,1,1,0,0.650390625,22
0,0.5,1,0,0.56640625,22
0,0.5,1,0,0.673828125,22
0,1,1,0,0.5859375,22
28,1,2,1,0.576171875,22
0,1,1,0,0.634765625,22
35,1,2,1,0.58984375,22
0,1,1,0,0.62890625,22
0,1,1,0,0.634765625,22
35,0.5,2,1,0.615234375,22
49,1,2,1,0.673828125,22
49,0.5,2,1,0.662109375,22
0,1,1,0,0.66796875,22
0,0.5,1,0,0.583984375,22
28,0.5,2,1,0.62109375,22
28,1,2,1,0.482421875,22
14,1,2,0,0.662109375,22
42,0.5,2,1,0.56640625,22
0,0.5,1,1,0.45703125,22
0,0.5,1,0,0.58203125,22
0,1,1,0,0.595703125,22
42,0.5,2,1,0.640625,22
14,0.5,2,0,0.66015625,22
0,1,1,0,1.095703125,22
0,0.5,1,0,0.548828125,22
7,1,2,0,0.5859375,22
0,1,1,0,0.609375,22
49,0.5,2,1,0.658203125,22
0,1,1,1,0.537109375,22
49,0.5,2,1,0.693359375,22
0,1,1,0,0.572265625,22
14,1,2,0,0.69921875,22
42,1,2,1,0.69140625,22
0,1,1,0,0.61328125,22
49,0.5,2,1,0.603515625,22
0,1,1,0,0.650390625,22
14,1,2,0,0.638671875,22
14,0.5,2,0,0.619140625,22
42,1,2,1,0.5859375,22
49,1,2,1,0.5625,22
56,0.5,2,1,0.615234375,22
49,1,2,1,0.529296875,22
0,1,1,0,0.572265625,22
49,0.5,2,1,0.77734375,22
0,0.5,1,0,0.65625,22
0,0.5,1,0,0.640625,22
7,1,2,0,0.5859375,22
0,0.5,1,0,0.55078125,22
7,0.5,2,0,0.5390625,22
14,0.5,2,0,0.556640625,22
7,0.5,2,0,0.595703125,22
35,1,2,1,0.802734375,22
35,1,2,1,0.744140625,22
0,0.5,1,0,0.564453125,22
35,0.5,2,1,0.609375,22
42,0.5,2,1,0.60546875,22
35,1,2,1,0.625,22
0,0.5,1,0,0.62890625,22
21,0.5,2,1,0.697265625,22
35,1,2,1,0.66015625,22
35,1,2,1,0.560546875,22
49,0.5,2,1,0.623046875,22
42,0.5,2,1,0.5859375,22
0,0.5,1,0,0.580078125,22
0,1,1,0,0.765625,22
49,1,2,1,0.66796875,22
0,1,1,0,0.765625,22
0,0.5,1,0,0.5546875,22
35,0.5,2,1,0.666015625,22
0,0.5,1,0,0.5,22
42,0.5,2,1,0.556640625,22
35,0.5,2,1,0.640625,22
28,1,2,1,0.59375,22
0,1,1,0,0.564453125,22
0,1,1,0,0.49609375,22
0,1,1,0,0.494140625,22
35,0.5,2,0,1.099609375,22
0,1,1,0,0.546875,22
0,0.5,1,0,0.53515625,22
28,0.5,2,1,0.55078125,22
49,0.5,2,1,0.54296875,22
35,0.5,2,1,0.48046875,22
0,0.5,1,0,0.64453125,22
7,1,2,0,0.5859375,22
0,0.5,1,0,0.490234375,22
0,0.5,1,0,0.58203125,22
0,1,1,0,0.56640625,22
7,1,2,0,0.572265625,22
21,0.5,2,0,0.53515625,22
0,0.5,1,0,0.537109375,22
56,1,2,1,0.556640625,22
0,0.5,1,0,0.5546875,22
49,1,2,1,0.5390625,22
0,0.5,1,0,0.662109375,22
14,0.5,2,0,0.708984375,22
0,1,1,0,0.494140625,22
56,1,2,1,0.63671875,22
0,0.5,1,0,0.55078125,22
21,1,2,1,0.701171875,22
0,0.5,1,0,0.6328125,22
21,0.5,2,1,0.8515625,22
28,0.5,2,1,0.5078125,22
0,1,1,0,0.62109375,22
56,1,2,1,0.66015625,22
0,0.5,1,0,0.685546875,22
0,1,1,0,1.31640625,22
0,0.5,1,0,0.76171875,22
0,1,1,0,0.697265625,22
0,0.5,1,0,0.591796875,22
21,1,2,1,0.58984375,22
21,0.5,2,1,0.724609375,22
14,0.5,2,0,0.693359375,22
0,0.5,1,0,0.736328125,22
7,1,2,0,0.642578125,22
0,1,1,0,0.517578125,22
0,1,1,0,0.5625,22
21,1,2,1,0.6328125,22
0,0.5,1,0,0.5703125,22
56,0.5,2,1,0.515625,22
56,0.5,2,1,0.599609375,22
0,0.5,1,0,0.54296875,22
0,0.5,1,0,0.47265625,22
0,1,1,0,0.515625,22
0,0.5,1,0,0.51953125,22
49,0.5,2,1,0.533203125,22
0,0.5,1,0,0.52734375,22
0,1,1,0,0.486328125,22
0,1,1,0,0.482421875,22
42,0.5,2,1,0.546875,22
0,0.5,1,0,0.5078125,22
56,1,2,1,0.576171875,22
0,1,1,0,0.49609375,22
0,0.5,1,0,0.654296875,22
42,1,2,1,0.66796875,22
14,0.5,2,0,0.525390625,22
21,1,2,1,0.607421875,22
0,0.5,1,0,0.73046875,22
0,0.5,1,0,0.544921875,22
0,0.5,1,0,0.501953125,22
0,1,1,0,0.4765625,22
49,0.5,2,1,0.59765625,22
14,1,2,0,0.57421875,22
0,1,1,0,0.56640625,22
0,1,1,0,1.0625,22
21,1,2,1,0.71484375,22
0,1,1,0,0.58203125,22
0,1,1,0,0.587890625,22
0,0.5,1,0,0.53125,22
0,1,1,0,0.54296875,22
0,0.5,1,0,0.5703125,22
0,1,1,0,0.458984375,22
7,0.5,2,0,0.49609375,22
0,0.5,1,0,0.5703125,22
0,1,1,0,0.52734375,22
0,1,1,0,0.5078125,22
28,1,2,1,0.697265625,22
42,0.5,2,1,0.53125,22
49,1,2,1,0.462890625,22
14,0.5,2,0,0.5546875,22
35,0.5,2,1,0.490234375,22
28,1,2,1,0.6171875,22
0,1,1,0,0.849609375,22
0,1,1,0,0.576171875,22
0,1,1,0,0.630859375,22
42,1,2,1,0.6015625,22
0,0.5,1,0,0.54296875,22
0,0.5,1,0,0.732421875,22
0,1,1,0,0.609375,22
56,0.5,2,1,0.51953125,22
21,0.5,2,1,0.564453125,22
0,0.5,1,0,0.607421875,22
0,1,1,0,0.568359375,22
21,1,2,1,0.8359375,22
0,1,1,0,0.662109375,22
56,1,2,1,0.611328125,22
35,0.5,2,1,1.21484375,22
7,0.5,2,0,0.525390625,22
0,0.5,1,0,0.55078125,22
0,1,1,0,0.529296875,22
0,0.5,1,0,0.513671875,22
49,1,2,1,0.55859375,22
0,1,1,0,0.669921875,22
0,1,1,0,0.51171875,22
14,1,2,0,0.64453125,22
56,0.5,2,1,0.66015625,22
0,0.5,1,0,0.87890625,22
0,1,1,0,0.650390625,22
28,1,2,1,0.646484375,22
35,0.5,2,1,0.736328125,22
0,1,1,1,1.041015625,22
14,0.5,2,0,0.54296875,22
21,0.5,2,1,0.63671875,22
0,0.5,1,0,0.578125,22
0,0.5,1,0,0.615234375,22
42,1,2,1,0.556640625,22
0,1,1,0,0.541015625,22
7,1,2,0,0.552734375,22
0,0.5,1,0,0.515625,22
28,1,2,1,0.591796875,22
0,1,1,0,0.470703125,22
7,0.5,2,0,0.6171875,22
35,1,2,1,0.564453125,22
7,0.5,2,0,0.541015625,22
0,1,1,0,0.576171875,22
56,1,2,1,0.564453125,22
0,0.5,1,0,0.681640625,22
7,1,2,0,0.517578125,22
14,0.5,2,0,0.568359375,22
21,1,2,1,0.572265625,22
0,1,1,0,0.50390625,22
0,1,1,0,0.626953125,22
0,0.5,1,0,0.5390625,22
7,0.5,2,0,0.50390625,22
42,0.5,2,1,0.544921875,22
0,1,1,0,0.583984375,22
0,0.5,1,0,0.4921875,22
56,1,2,1,0.625,22
0,1,1,0,0.609375,22
0,0.5,1,0,0.56640625,22
28,0.5,2,1,0.623046875,22
56,0.5,2,1,0.634765625,22
0,0.5,1,0,1.0234375,22
21,0.5,2,1,0.56640625,22
0,1,1,0,0.5078125,22
56,0.5,2,1,0.63671875,22
0,0.5,1,0,0.53515625,22
0,0.5,1,0,0.556640625,22
56,0.5,2,1,0.595703125,22
0,0.5,1,0,0.521484375,22
35,1,2,1,0.544921875,22
14,1,2,0,0.634765625,22
28,0.5,2,1,0.5234375,22
7,0.5,2,0,0.642578125,22
28,1,2,1,0.62109375,22
7,0.5,2,0,1.0703125,22
0,0.5,1,0,1.51953125,22
42,0.5,2,1,0.70703125,22
0,0.5,1,0,0.669921875,22
21,1,2,1,0.861328125,22
7,1,2,0,0.5859375,22
0,1,1,0,0.689453125,22
0,0.5,1,0,0.548828125,22
0,1,1,0,0.591796875,22
21,0.5,2,1,0.82421875,22
0,0.5,1,0,0.599609375,22
0,0.5,1,0,0.837890625,22
28,1,2,1,0.607421875,22
0,1,1,0,0.68359375,22
0,1,1,0,0.775390625,22
0,1,1,0,0.6953125,22
0,0.5,1,0,0.53515625,22
0,0.5,1,0,0.57421875,22
0,0.5,1,0,0.677734375,22
0,1,1,0,0.490234375,22
0,0.5,1,0,0.599609375,22
0,0.5,1,0,0.466796875,22
0,0.5,1,0,0.41796875,22
0,1,1,0,0.41015625,22
0,1,1,0,0.693359375,22
0,1,1,0,0.458984375,22
21,0.5,2,1,0.736328125,22
0,0.5,1,0,0.556640625,22
0,1,1,0,0.615234375,22
0,1,1,0,0.408203125,22
0,0.5,1,0,0.48828125,22
56,0.5,2,1,0.6171875,22
0,0.5,1,0,0.49609375,22
56,0.5,2,1,0.5546875,22
42,1,2,1,0.53515625,22
7,0.5,2,0,0.55078125,22
0,1,1,0,0.53515625,22
0,0.5,1,0,0.4609375,22
14,1,2,0,0.529296875,22
56,0.5,2,1,0.673828125,22
7,1,2,0,0.4765625,22
21,1,2,1,0.490234375,22
0,0.5,1,0,0.474609375,22
0,1,1,0,0.640625,22
0,1,1,0,0.525390625,22
0,0.5,1,0,0.48046875,22
42,0.5,2,1,0.646484375,22
0,0.5,1,0,0.654296875,22
0,0.5,1,0,0.72265625,22
28,1,2,1,0.642578125,22
0,1,1,0,0.466796875,22
0,1,1,1,1.228515625,22
14,0.5,2,0,0.5625,22
21,0.5,2,1,0.771484375,22
0,0.5,1,0,0.50390625,22
0,0.5,1,0,0.419921875,22
0,0.5,1,0,0.458984375,22
42,1,2,1,0.56640625,22
0,1,1,0,0.57421875,22
0,1,1,0,0.462890625,22
0,1,1,0,0.505859375,22
0,1,1,0,0.53515625,22
28,0.5,2,1,0.587890625,22
7,0.5,2,0,1.1875,22
56,1,2,1,0.421875,23
42,1,2,1,0.427734375,23
7,0.5,2,0,0.591796875,23
0,1,1,0,0.72265625,23
0,0.5,1,0,0.599609375,23
0,1,1,0,0.55078125,23
0,0.5,1,0,0.447265625,23
0,1,1,0,1.673828125,23
14,1,2,1,0.453125,23
0,0.5,1,0,0.494140625,23
0,1,1,0,0.677734375,23
49,0.5,2,1,0.5234375,23
42,1,2,1,0.4609375,23
0,1,1,0,0.443359375,23
14,1,2,1,0.40234375,23
0,1,1,0,0.427734375,23
56,1,2,1,0.474609375,23
0,1,1,0,0.771484375,23
0,0.5,1,0,0.55078125,23
35,0.5,2,1,0.43359375,23
28,1,2,1,0.45703125,23
28,0.5,2,1,0.3984375,23
42,0.5,2,1,0.396484375,23
0,0.5,1,0,0.623046875,23
49,1,2,1,0.3984375,23
14,1,2,1,0.712890625,23
56,1,2,1,0.49609375,23
21,1,2,1,0.458984375,23
7,1,2,0,0.572265625,23
0,1,1,0,0.59765625,23
0,0.5,1,0,0.521484375,23
28,0.5,2,1,0.396484375,23
56,0.5,2,1,0.466796875,23
21,1,2,1,0.4296875,23
7,1,2,0,0.482421875,23
0,0.5,1,0,0.556640625,23
49,1,2,1,0.3984375,23
49,1,2,1,0.3515625,23
0,0.5,1,0,0.83203125,23
28,0.5,2,1,0.447265625,23
28,0.5,2,1,0.427734375,23
35,1,2,1,0.53515625,23
28,0.5,2,1,0.447265625,23
14,1,2,0,0.744140625,23
42,0.5,2,1,0.4609375,23
56,1,2,1,0.470703125,23
0,1,1,0,0.6328125,23
14,0.5,2,1,0.353515625,23
21,1,2,1,0.45703125,23
35,0.5,2,1,0.40234375,23
42,1,2,1,0.408203125,23
0,0.5,1,0,0.498046875,23
56,1,2,1,0.41015625,23
42,1,2,1,0.416015625,23
0,1,1,0,0.50390625,23
0,1,1,1,0.3984375,23
0,1,1,0,1.41015625,23
0,0.5,1,0,0.466796875,23
21,0.5,2,1,0.400390625,23
49,0.5,2,1,0.50390625,23
35,1,2,1,0.419921875,23
0,0.5,1,0,1.400390625,23
35,1,2,1,0.43359375,23
28,0.5,2,1,0.47265625,23
0,0.5,1,0,0.505859375,23
0,0.5,1,0,0.5546875,23
35,0.5,2,1,0.39453125,23
0,1,1,0,0.4453125,23
0,0.5,1,0,0.62109375,23
0,0.5,1,0,0.5234375,23
0,1,1,0,0.583984375,23
35,1,2,1,0.439453125,23
0,1,1,0,0.51953125,23
0,1,1,0,0.443359375,23
35,0.5,2,1,0.5078125,23
49,1,2,1,0.48046875,23
49,0.5,2,1,0.708984375,23
0,1,1,0,0.484375,23
0,0.5,1,0,0.5390625,23
28,0.5,2,1,0.447265625,23
28,1,2,1,0.587890625,23
14,1,2,1,1.404296875,23
42,0.5,2,1,0.455078125,23
0,0.5,1,0,0.607421875,23
0,0.5,1,0,0.451171875,23
0,0.5,1,0,0.4140625,23
0,1,1,0,0.470703125,23
42,0.5,2,1,0.435546875,23
14,0.5,2,0,1.384765625,23
0,1,1,0,0.755859375,23
0,0.5,1,0,1.88671875,23
7,1,2,0,0.521484375,23
0,1,1,0,0.615234375,23
49,0.5,2,1,0.39453125,23
0,1,1,0,0.5859375,23
0,1,1,0,0.611328125,23
14,1,2,1,0.423828125,23
42,1,2,1,0.53515625,23
0,1,1,0,0.517578125,23
49,0.5,2,1,0.61328125,23
0,1,1,0,0.525390625,23
14,1,2,1,0.6484375,23
42,1,2,1,0.59765625,23
49,1,2,1,0.623046875,23
0,1,1,0,0.615234375,23
0,0.5,1,0,0.58984375,23
56,0.5,2,1,0.490234375,23
49,1,2,1,0.693359375,23
0,1,1,0,0.55859375,23
49,0.5,2,1,0.693359375,23
0,0.5,1,0,0.705078125,23
0,0.5,1,0,0.564453125,23
7,1,2,0,0.45703125,23
0,0.5,1,0,0.521484375,23
7,0.5,2,0,0.5625,23
14,0.5,2,0,0.564453125,23
7,0.5,2,0,0.486328125,23
35,1,2,1,0.75390625,23
35,1,2,1,0.46875,23
42,0.5,2,1,0.58203125,23
35,1,2,1,0.4765625,23
0,0.5,1,0,0.43359375,23
35,1,2,1,0.478515625,23
35,1,2,1,0.484375,23
49,0.5,2,1,0.46875,23
42,0.5,2,1,0.611328125,23
0,0.5,1,0,0.4921875,23
0,1,1,0,0.623046875,23
49,1,2,1,0.55859375,23
0,1,1,0,0.447265625,23
0,0.5,1,0,0.61328125,23
35,0.5,2,1,0.3984375,23
0,0.5,1,0,0.666015625,23
35,0.5,2,1,0.509765625,23
28,1,2,1,0.81640625,23
0,1,1,0,0.544921875,23
0,1,1,0,0.541015625,23
0,1,1,0,0.36328125,23
35,0.5,2,1,0.939453125,23
0,1,1,0,0.427734375,23
0,0.5,1,0,0.490234375,23
28,0.5,2,1,0.423828125,23
49,0.5,2,1,0.439453125,23
35,0.5,2,1,0.486328125,23
0,0.5,1,0,0.4296875,23
7,1,2,0,0.6171875,23
0,0.5,1,0,0.6015625,23
0,0.5,1,0,0.51171875,23
0,1,1,0,0.412109375,23
7,1,2,0,0.4375,23
21,0.5,2,1,0.6953125,23
0,0.5,1,0,0.51953125,23
56,1,2,1,0.62109375,23
0,0.5,1,0,0.453125,23
14,0.5,2,1,0.904296875,23
0,1,1,0,0.59375,23
56,1,2,1,0.640625,23
0,0.5,1,0,0.5703125,23
21,1,2,1,0.439453125,23
0,0.5,1,0,0.4453125,23
21,0.5,2,1,0.486328125,23
28,0.5,2,1,0.443359375,23
0,1,1,0,0.4296875,23
56,1,2,1,0.669921875,23
0,0.5,1,0,0.52734375,23
0,0.5,1,0,0.4921875,23
21,1,2,1,0.4765625,23
21,0.5,2,1,0.724609375,23
14,0.5,2,1,0.61328125,23
0,0.5,1,0,0.611328125,23
7,1,2,0,0.56640625,23
0,1,1,0,0.55859375,23
0,1,1,0,0.423828125,23
21,1,2,1,0.484375,23
56,0.5,2,1,0.4453125,23
56,0.5,2,1,0.4296875,23
0,1,1,0,0.443359375,23
0,0.5,1,0,0.447265625,23
0,0.5,1,0,0.5078125,23
0,0.5,1,0,0.40625,23
0,1,1,0,0.361328125,23
0,0.5,1,0,0.35546875,23
49,0.5,2,1,0.51171875,23
0,0.5,1,0,0.392578125,23
0,1,1,0,0.421875,23
0,1,1,0,0.578125,23
42,0.5,2,1,0.521484375,23
0,0.5,1,0,0.49609375,23
56,1,2,1,0.53515625,23
0,1,1,0,0.44140625,23
0,0.5,1,0,0.572265625,23
42,1,2,1,0.46484375,23
14,0.5,2,1,4.267578125,23
21,1,2,1,0.51953125,23
0,0.5,1,0,0.474609375,23
0,0.5,1,0,0.57421875,23
0,0.5,1,0,0.44921875,23
0,1,1,0,0.48046875,23
49,0.5,2,1,0.48046875,23
14,1,2,0,0.53515625,23
0,1,1,0,0.58203125,23
7,1,2,0,0.587890625,23
21,0.5,2,1,0.599609375,23
28,1,2,1,0.6328125,23
0,1,1,0,0.412109375,23
0,0.5,1,0,0.501953125,23
0,1,1,0,0.681640625,23
0,0.5,1,0,0.4296875,23
7,0.5,2,0,0.365234375,23
0,0.5,1,0,0.478515625,23
0,1,1,0,0.576171875,23
0,1,1,0,0.41796875,23
28,1,2,1,0.90234375,23
42,0.5,2,1,0.56640625,23
49,1,2,1,0.47265625,23
14,0.5,2,1,0.583984375,23
35,0.5,2,1,0.6875,23
0,1,1,0,0.587890625,23
42,1,2,1,0.515625,23
0,0.5,1,0,0.595703125,23
0,0.5,1,0,0.58984375,23
0,1,1,0,0.41015625,23
21,0.5,2,1,0.490234375,23
0,0.5,1,0,0.591796875,23
0,1,1,0,1.01953125,23
49,1,2,1,0.4921875,23
21,1,2,1,0.6953125,23
0,1,1,0,0.6015625,23
56,1,2,1,0.634765625,23
35,0.5,2,1,0.560546875,23
7,0.5,2,0,0.52734375,23
0,0.5,1,0,0.458984375,23
0,1,1,0,0.345703125,23
49,1,2,1,0.513671875,23
0,1,1,0,0.525390625,23
0,1,1,0,0.626953125,23
14,1,2,1,0.806640625,23
56,0.5,2,1,0.560546875,23
0,0.5,1,0,0.724609375,23
0,1,1,0,0.66015625,23
28,1,2,1,0.498046875,23
35,0.5,2,1,0.53515625,23
0,1,1,0,0.451171875,23
14,0.5,2,0,1.41796875,23
21,0.5,2,1,0.419921875,23
0,0.5,1,0,0.54296875,23
0,0.5,1,0,0.5703125,23
42,1,2,1,1.80859375,23
0,1,1,0,0.552734375,23
7,1,2,0,0.4609375,23
0,0.5,1,0,0.90625,23
28,1,2,1,0.5234375,23
0,1,1,0,0.669921875,23
7,0.5,2,0,0.49609375,23
35,1,2,1,0.5390625,23
7,0.5,2,0,0.681640625,23
0,1,1,0,0.529296875,23
56,1,2,1,0.548828125,23
0,0.5,1,0,0.546875,23
7,1,2,0,0.662109375,23
14,0.5,2,0,0.568359375,23
21,1,2,1,0.39453125,23
0,1,1,0,0.478515625,23
0,1,1,0,0.4140625,23
0,0.5,1,0,0.509765625,23
42,0.5,2,1,0.4609375,23
0,1,1,0,0.572265625,23
14,1,2,1,0.59375,23
35,1,2,1,0.53515625,23
0,0.5,1,0,0.736328125,23
56,1,2,1,0.490234375,23
0,0.5,1,0,0.556640625,23
28,0.5,2,1,0.5625,23
56,0.5,2,1,0.5234375,23
0,0.5,1,0,0.54296875,23
21,0.5,2,1,0.70703125,23
0,1,1,0,0.607421875,23
56,0.5,2,1,0.60546875,23
0,0.5,1,0,0.357421875,23
0,0.5,1,0,0.49609375,23
56,0.5,2,1,0.60546875,23
0,0.5,1,0,0.42578125,23
35,1,2,1,0.51953125,23
28,0.5,2,1,0.3984375,23
7,0.5,2,0,0.560546875,23
28,1,2,1,0.55859375,23
7,0.5,2,0,0.537109375,23
0,0.5,1,0,0.951171875,23
42,0.5,2,1,0.896484375,23
0,0.5,1,0,0.55859375,23
0,1,1,0,0.537109375,23
49,0.5,2,1,0.453125,23
21,1,2,0,0.546875,23
0,1,1,0,0.673828125,23
0,0.5,1,0,0.853515625,23
0,1,1,0,0.8359375,23
21,0.5,2,1,0.490234375,23
0,0.5,1,0,0.921875,23
28,1,2,1,0.64453125,23
0,1,1,0,0.40625,23
0,1,1,0,0.46875,23
0,1,1,0,0.470703125,23
0,0.5,1,0,0.455078125,23
0,0.5,1,0,0.349609375,23
0,0.5,1,0,0.51953125,23
0,1,1,0,0.435546875,23
0,0.5,1,0,0.361328125,23
0,0.5,1,0,0.49609375,23
0,0.5,1,0,0.3984375,23
0,1,1,0,0.484375,23
0,1,1,0,0.318359375,23
0,1,1,0,0.333984375,23
0,0.5,1,0,0.4140625,23
0,1,1,0,0.5703125,23
0,1,1,0,0.427734375,23
0,0.5,1,0,0.353515625,23
56,0.5,2,1,0.5859375,23
0,0.5,1,0,0.3515625,23
56,0.5,2,1,0.564453125,23
42,1,2,0,0.462890625,23
7,0.5,2,0,0.48046875,23
