gap_duration,contrast,n_flashes,response,rt,subject
56,0.5,2,1,0.564453125,10
0,0.5,1,0,0.513671875,10
0,0.5,1,0,0.486328125,10
56,0.5,2,1,0.5,10
0,0.5,1,0,0.431640625,10
35,1,2,1,0.4609375,10
14,1,2,0,0.587890625,10
28,0.5,2,1,0.453125,10
7,0.5,2,0,0.498046875,10
28,1,2,1,0.427734375,10
7,0.5,2,0,0.380859375,10
0,0.5,1,0,0.56640625,10
42,0.5,2,1,0.76171875,10
0,0.5,1,0,0.39453125,10
0,1,1,0,0.490234375,10
49,0.5,2,1,0.517578125,10
21,1,2,1,0.556640625,10
7,1,2,0,0.525390625,10
0,1,1,0,0.642578125,10
0,0.5,1,0,0.509765625,10
0,1,1,0,0.931640625,10
21,0.5,2,1,0.53125,10
28,1,2,1,0.642578125,10
0,1,1,0,0.66015625,10
0,0.5,1,0,0.693359375,10
0,0.5,1,0,0.544921875,10
0,0.5,1,0,0.513671875,10
0,1,1,0,0.451171875,10
0,0.5,1,0,0.4609375,10
0,0.5,1,0,0.61328125,10
0,0.5,1,0,0.744140625,10
0,1,1,0,0.474609375,10
0,1,1,1,0.732421875,10
0,1,1,0,0.64453125,10
21,0.5,2,1,0.505859375,10
0,0.5,1,0,0.541015625,10
0,1,1,0,0.595703125,10
0,1,1,0,0.47265625,10
0,0.5,1,0,0.42578125,10
56,0.5,2,1,0.486328125,10
0,0.5,1,0,0.486328125,10
56,0.5,2,1,0.541015625,10
42,1,2,1,0.525390625,10
7,0.5,2,0,0.5859375,10
0,1,1,0,0.541015625,10
0,0.5,1,0,0.482421875,10
14,1,2,1,0.404296875,10
56,0.5,2,1,0.423828125,10
7,1,2,0,0.572265625,10
21,1,2,1,0.57421875,10
0,0.5,1,0,0.45703125,10
0,1,1,0,0.546875,10
0,1,1,0,0.513671875,10
0,0.5,1,0,0.48046875,10
42,0.5,2,1,0.5,10
0,0.5,1,0,0.5078125,10
0,0.5,1,0,0.49609375,10
28,1,2,1,0.5625,10
0,1,1,0,0.57421875,10
0,1,1,1,0.58984375,10
14,0.5,2,0,0.419921875,10
21,0.5,2,1,0.44921875,10
0,0.5,1,0,0.447265625,10
0,0.5,1,0,0.583984375,10
0,0.5,1,0,0.50390625,10
42,1,2,1,0.451171875,10
0,1,1,0,0.46875,10
0,1,1,0,0.462890625,10
0,1,1,0,0.546875,10
0,1,1,0,0.521484375,10
28,0.5,2,1,0.556640625,10
0,1,1,0,0.431640625,11
0,1,1,1,0.5546875,11
0,1,1,0,0.791015625,11
0,0.5,1,0,0.521484375,11
0,1,1,0,0.361328125,11
0,1,1,0,0.443359375,11
35,1,2,1,0.416015625,11
0,0.5,1,0,0.58203125,11
49,0.5,2,1,0.353515625,11
0,1,1,0,0.384765625,11
0,1,1,1,0.298828125,11
0,0.5,1,0,0.361328125,11
35,0.5,2,1,0.359375,11
0,0.5,1,0,0.376953125,11
49,0.5,2,1,0.3828125,11
0,0.5,1,0,0.291015625,11
0,0.5,1,1,0.359375,11
21,0.5,2,1,0.505859375,11
35,0.5,2,1,0.544921875,11
0,1,1,0,0.6796875,11
0,1,1,0,0.54296875,11
42,1,2,1,0.572265625,11
21,1,2,1,0.42578125,11
56,1,2,1,0.35546875,11
0,0.5,1,0,0.599609375,11
28,0.5,2,1,0.40234375,11
0,1,1,0,0.501953125,11
21,1,2,1,0.37109375,11
0,0.5,1,0,0.408203125,11
0,0.5,1,0,0.625,11
0,0.5,1,0,0.46484375,11
7,1,2,0,0.52734375,11
35,1,2,1,0.5,11
49,0.5,2,1,0.44921875,11
28,1,2,1,0.498046875,11
0,0.5,1,0,0.58984375,11
0,1,1,0,0.5546875,11
0,0.5,1,0,0.470703125,11
0,0.5,1,0,0.41015625,11
0,0.5,1,0,0.46484375,11
28,0.5,2,1,0.5625,11
21,0.5,2,1,0.486328125,11
0,0.5,1,0,0.474609375,11
14,0.5,2,0,0.84375,11
21,0.5,2,1,0.470703125,11
0,1,1,0,0.5625,11
0,1,1,1,0.59765625,11
0,0.5,1,0,0.677734375,11
21,1,2,1,0.64453125,11
7,0.5,2,0,0.373046875,11
0,1,1,0,0.65234375,11
0,1,1,0,0.537109375,11
56,0.5,2,1,0.41015625,11
0,0.5,1,0,0.423828125,11
21,0.5,2,1,0.521484375,11
0,0.5,1,0,0.501953125,11
7,1,2,0,0.466796875,11
0,1,1,0,0.587890625,11
0,1,1,0,0.54296875,11
21,1,2,1,0.55859375,11
0,1,1,1,0.57421875,11
49,0.5,2,1,0.548828125,11
0,0.5,1,0,0.55859375,11
0,1,1,0,0.82421875,11
49,1,2,1,0.5234375,11
0,0.5,1,0,0.5703125,11
7,1,2,0,0.546875,11
42,0.5,2,1,0.626953125,11
49,1,2,1,0.59375,11
0,0.5,1,0,0.396484375,11
0,1,1,0,0.521484375,11
0,1,1,0,0.515625,11
35,1,2,1,0.435546875,11
49,0.5,2,1,0.517578125,11
35,0.5,2,1,0.43359375,11
28,1,2,1,0.447265625,11
0,0.5,1,0,0.623046875,11
28,1,2,1,0.388671875,11
56,1,2,1,0.451171875,11
0,1,1,1,0.36328125,11
0,1,1,0,0.576171875,11
0,0.5,1,0,0.552734375,11
7,0.5,2,0,0.5859375,11
0,1,1,0,0.6484375,11
0,0.5,1,0,0.51953125,11
14,1,2,0,0.47265625,11
42,1,2,1,0.51171875,11
42,1,2,1,0.580078125,11
35,0.5,2,1,0.978515625,11
0,1,1,0,0.66015625,11
0,1,1,0,0.826171875,11
0,1,1,0,0.44921875,11
0,1,1,0,0.384765625,11
56,0.5,2,1,0.521484375,11
7,1,2,0,0.47265625,11
0,0.5,1,0,0.455078125,11
35,1,2,1,0.625,11
0,0.5,1,0,0.478515625,11
0,1,1,0,0.552734375,11
28,0.5,2,1,0.529296875,11
0,0.5,1,0,0.552734375,11
7,1,2,0,0.556640625,11
0,1,1,0,0.361328125,11
21,1,2,1,0.5,11
28,0.5,2,1,0.70703125,11
35,0.5,2,1,0.6484375,11
28,1,2,1,0.52734375,11
0,0.5,1,0,0.515625,11
0,0.5,1,0,0.46484375,11
0,0.5,1,0,1.9140625,11
21,0.5,2,1,0.537109375,11
35,1,2,1,0.51953125,11
42,0.5,2,1,0.505859375,11
0,1,1,0,0.548828125,11
14,0.5,2,1,0.50390625,11
0,1,1,0,0.572265625,11
56,1,2,1,1.615234375,11
35,1,2,1,0.435546875,11
0,0.5,1,0,0.453125,11
35,1,2,1,0.46875,11
14,1,2,1,0.42578125,11
0,0.5,1,0,0.537109375,11
0,0.5,1,0,0.47265625,11
21,0.5,2,1,0.40234375,11
0,1,1,0,0.490234375,11
0,0.5,1,0,0.44921875,11
56,0.5,2,1,0.544921875,11
0,1,1,0,0.50390625,11
14,1,2,1,0.369140625,11
0,1,1,0,0.439453125,11
14,0.5,2,1,0.58984375,11
14,1,2,1,0.53515625,11
0,0.5,1,0,0.525390625,11
49,0.5,2,1,0.443359375,11
0,0.5,1,0,0.50390625,11
0,0.5,1,0,0.4453125,11
56,0.5,2,1,0.515625,11
0,1,1,0,0.583984375,11
42,1,2,1,0.5546875,11
14,1,2,1,0.544921875,11
0,0.5,1,0,0.49609375,11
28,1,2,1,0.38671875,11
0,0.5,1,0,0.4921875,11
28,1,2,1,0.65234375,11
0,0.5,1,0,0.529296875,11
42,1,2,1,0.51171875,11
56,1,2,1,0.484375,11
28,1,2,1,0.5390625,11
7,0.5,2,0,0.4609375,11
0,1,1,0,1.001953125,11
0,0.5,1,0,0.533203125,11
0,0.5,1,0,0.48046875,11
0,0.5,1,0,0.619140625,11
42,0.5,2,1,0.388671875,11
0,0.5,1,0,0.443359375,11
0,0.5,1,0,0.3671875,11
0,1,1,0,0.541015625,11
0,0.5,1,0,0.46875,11
42,1,2,1,0.49609375,11
0,0.5,1,0,0.388671875,11
49,1,2,1,0.533203125,11
0,1,1,0,0.654296875,11
42,0.5,2,1,0.40234375,11
0,1,1,0,0.58984375,11
14,0.5,2,0,0.623046875,11
0,0.5,1,0,0.4765625,11
42,1,2,1,0.62109375,11
21,0.5,2,1,0.77734375,11
7,1,2,0,0.541015625,11
35,1,2,1,0.517578125,11
0,0.5,1,0,0.4296875,11
0,1,1,0,0.548828125,11
56,1,2,1,0.451171875,11
7,1,2,0,0.4921875,11
14,0.5,2,1,0.37890625,11
0,0.5,1,0,0.380859375,11
0,0.5,1,0,0.453125,11
0,0.5,1,0,0.43359375,11
21,0.5,2,1,0.41015625,11
0,0.5,1,0,0.3828125,11
42,1,2,1,0.486328125,11
0,1,1,0,0.43359375,11
0,0.5,1,0,0.52734375,11
14,1,2,1,0.478515625,11
0,1,1,0,0.4375,11
0,0.5,1,0,0.513671875,11
35,0.5,2,1,0.4765625,11
28,0.5,2,1,0.513671875,11
0,1,1,0,0.57421875,11
56,0.5,2,1,0.470703125,11
0,0.5,1,0,0.45703125,11
0,1,1,0,0.53125,11
7,0.5,2,0,0.44140625,11
35,0.5,2,1,0.57421875,11
42,0.5,2,1,0.546875,11
0,1,1,0,0.390625,11
0,0.5,1,0,0.453125,11
28,0.5,2,1,0.517578125,11
0,1,1,0,0.4296875,11
0,0.5,1,0,0.369140625,11
0,1,1,0,0.55078125,11
49,1,2,1,0.48828125,11
49,1,2,1,0.41796875,11
56,0.5,2,1,0.51953125,11
0,0.5,1,0,0.583984375,11
49,1,2,1,0.587890625,11
14,0.5,2,0,0.53515625,11
0,1,1,0,0.6875,11
35,1,2,1,0.51953125,11
21,1,2,1,0.5546875,11
0,0.5,1,0,0.56640625,11
0,1,1,0,0.48046875,11
28,0.5,2,1,0.61328125,11
21,0.5,2,1,0.49609375,11
0,1,1,0,0.53515625,11
28,1,2,1,0.537109375,11
14,1,2,1,0.783203125,11
0,0.5,1,0,0.578125,11
28,1,2,1,0.55859375,11
0,1,1,0,0.564453125,11
28,0.5,2,1,0.587890625,11
35,0.5,2,1,0.724609375,11
0,0.5,1,0,0.716796875,11
0,1,1,0,0.630859375,11
42,0.5,2,1,0.587890625,11
0,1,1,0,0.62890625,11
28,1,2,1,0.50390625,11
0,1,1,0,0.4765625,11
42,0.5,2,1,0.521484375,11
0,1,1,0,0.4765625,11
7,0.5,2,0,0.556640625,11
0,1,1,0,0.580078125,11
0,0.5,1,0,0.521484375,11
7,0.5,2,0,0.546875,11
14,1,2,1,0.888671875,11
0,1,1,0,0.537109375,11
0,1,1,0,0.525390625,11
14,1,2,1,0.48828125,11
0,0.5,1,0,0.490234375,11
0,1,1,1,3.083984375,11
0,1,1,0,0.634765625,11
7,0.5,2,0,0.5859375,11
0,0.5,1,0,0.615234375,11
49,1,2,1,0.46875,11
28,1,2,1,0.67578125,11
0,1,1,0,0.662109375,11
0,1,1,0,0.68359375,11
0,1,1,0,0.46484375,11
0,0.5,1,0,0.58203125,11
0,1,1,0,0.51171875,11
0,1,1,0,0.478515625,11
7,1,2,1,0.771484375,11
49,1,2,1,0.68359375,11
0,0.5,1,0,0.50390625,11
0,1,1,0,0.75390625,11
7,1,2,0,0.697265625,11
49,0.5,2,1,0.544921875,11
0,0.5,1,0,0.54296875,11
7,0.5,2,0,0.705078125,11
14,1,2,1,0.607421875,11
49,1,2,1,0.533203125,11
14,0.5,2,1,0.484375,11
0,1,1,0,0.513671875,11
14,0.5,2,1,0.48828125,11
28,0.5,2,1,0.408203125,11
0,0.5,1,0,0.37109375,11
21,0.5,2,1,0.525390625,11
56,1,2,1,0.51171875,11
42,1,2,1,0.482421875,11
0,0.5,1,0,0.544921875,11
0,0.5,1,0,0.546875,11
0,0.5,1,0,0.4609375,11
0,0.5,1,0,0.490234375,11
56,0.5,2,1,0.5390625,11
0,0.5,1,0,0.4609375,11
0,1,1,0,0.431640625,11
49,1,2,1,0.873046875,11
0,0.5,1,0,0.388671875,11
0,1,1,0,0.361328125,11
7,0.5,2,0,0.54296875,11
49,0.5,2,1,0.5078125,11
42,1,2,1,0.462890625,11
56,0.5,2,1,0.556640625,11
7,0.5,2,0,0.4765625,11
42,0.5,2,1,0.45703125,11
21,1,2,1,0.4765625,11
0,1,1,0,0.44140625,11
49,1,2,1,0.51953125,11
35,1,2,1,0.404296875,11
56,1,2,1,0.435546875,11
0,1,1,0,0.361328125,11
0,0.5,1,0,0.578125,11
0,0.5,1,0,0.419921875,11
0,1,1,0,0.501953125,11
14,1,2,1,0.533203125,11
56,1,2,1,0.505859375,11
21,0.5,2,1,0.833984375,11
0,0.5,1,0,0.50390625,11
49,0.5,2,1,0.4140625,11
0,0.5,1,0,0.453125,11
21,1,2,1,0.380859375,11
0,1,1,0,0.56640625,11
56,0.5,2,1,0.4375,11
7,0.5,2,0,0.466796875,11
0,0.5,1,0,0.47265625,11
0,1,1,0,0.587890625,11
35,1,2,1,0.474609375,11
0,1,1,0,0.55859375,11
0,0.5,1,0,0.517578125,11
35,0.5,2,1,0.5390625,11
0,0.5,1,0,0.505859375,11
0,1,1,0,0.5625,11
0,1,1,0,0.458984375,11
28,0.5,2,1,0.59765625,11
0,1,1,0,0.52734375,11
35,0.5,2,1,0.6953125,11
0,1,1,0,0.455078125,11
7,1,2,0,0.6484375,11
56,0.5,2,1,0.49609375,11
56,0.5,2,1,0.615234375,11
35,1,2,1,0.458984375,11
0,1,1,0,0.541015625,11
0,1,1,0,0.548828125,11
0,1,1,0,0.68359375,11
0,0.5,1,0,0.4609375,11
0,1,1,0,0.521484375,11
49,0.5,2,1,0.447265625,11
21,1,2,1,0.630859375,11
0,0.5,1,0,0.513671875,11
0,1,1,0,0.470703125,11
0,0.5,1,0,0.5546875,11
42,0.5,2,1,0.58984375,11
21,1,2,1,0.546875,11
7,0.5,2,0,0.373046875,11
14,0.5,2,1,0.568359375,11
14,0.5,2,0,0.734375,11
0,1,1,0,0.525390625,11
35,0.5,2,1,0.41015625,11
21,1,2,1,0.939453125,11
28,0.5,2,1,0.498046875,11
0,0.5,1,0,0.49609375,11
28,1,2,1,0.4921875,11
56,1,2,1,0.640625,11
14,1,2,1,0.744140625,11
42,1,2,1,0.541015625,11
56,1,2,1,0.455078125,11
0,1,1,0,1.060546875,12
56,1,2,1,0.7109375,12
42,1,2,1,1.302734375,12
7,0.5,2,0,0.6875,12
0,1,1,0,0.787109375,12
0,0.5,1,0,1.734375,12
0,1,1,0,0.720703125,12
0,0.5,1,0,0.732421875,12
0,1,1,0,0.728515625,12
14,1,2,0,0.802734375,12
0,0.5,1,0,0.599609375,12
0,1,1,0,0.72265625,12
49,0.5,2,1,0.55859375,12
42,1,2,1,0.5546875,12
0,1,1,0,0.59765625,12
14,1,2,0,0.689453125,12
0,1,1,0,0.830078125,12
56,1,2,1,0.509765625,12
0,1,1,0,0.552734375,12
0,0.5,1,0,0.615234375,12
35,0.5,2,0,3.58984375,12
28,1,2,1,0.568359375,12
28,0.5,2,1,0.58203125,12
42,0.5,2,1,0.537109375,12
0,0.5,1,0,0.8515625,12
49,1,2,1,0.5078125,12
14,1,2,0,2.548828125,12
56,1,2,1,0.560546875,12
21,1,2,1,0.46484375,12
7,1,2,0,0.58203125,12
0,1,1,0,1.4765625,12
0,0.5,1,0,0.572265625,12
28,0.5,2,1,0.501953125,12
56,0.5,2,1,0.380859375,12
21,1,2,0,0.615234375,12
7,1,2,0,0.56640625,12
0,0.5,1,0,0.583984375,12
49,1,2,1,0.708984375,12
49,1,2,1,0.5078125,12
14,0.5,2,0,1.2890625,12
0,0.5,1,0,0.76171875,12
28,0.5,2,1,0.486328125,12
28,0.5,2,1,0.54296875,12
35,1,2,1,0.59375,12
28,0.5,2,1,0.65234375,12
14,1,2,0,0.572265625,12
42,0.5,2,1,0.541015625,12
56,1,2,1,0.75,12
0,1,1,0,0.826171875,12
35,0.5,2,1,0.490234375,12
42,1,2,1,0.45703125,12
0,0.5,1,0,0.6171875,12
56,1,2,1,0.556640625,12
42,1,2,1,0.546875,12
0,1,1,0,0.583984375,12
0,1,1,0,0.677734375,12
0,1,1,0,0.625,12
0,0.5,1,0,0.5703125,12
42,1,2,1,0.486328125,12
21,0.5,2,1,0.4609375,12
49,0.5,2,1,0.35546875,12
49,1,2,1,0.41015625,12
35,1,2,1,0.470703125,12
0,0.5,1,0,0.677734375,12
35,1,2,1,0.4609375,12
28,0.5,2,1,0.68359375,12
0,0.5,1,0,0.6640625,12
35,0.5,2,1,0.544921875,12
0,1,1,0,0.73046875,12
0,0.5,1,0,0.58203125,12
0,0.5,1,0,0.478515625,12
0,1,1,0,0.595703125,12
28,1,2,1,0.58203125,12
0,1,1,0,0.544921875,12
35,1,2,1,1.1640625,12
0,1,1,0,0.634765625,12
0,1,1,0,0.564453125,12
35,0.5,2,1,0.548828125,12
49,1,2,1,0.55859375,12
49,0.5,2,1,0.509765625,12
0,0.5,1,0,0.6796875,12
28,0.5,2,1,0.607421875,12
28,1,2,1,0.591796875,12
14,1,2,0,0.93359375,12
42,0.5,2,1,1.2109375,12
0,0.5,1,0,0.93359375,12
0,0.5,1,0,1.232421875,12
0,0.5,1,0,0.546875,12
0,1,1,0,0.794921875,12
42,0.5,2,1,0.546875,12
14,0.5,2,0,0.62890625,12
0,0.5,1,0,0.591796875,12
0,0.5,1,0,0.537109375,12
7,1,2,0,0.623046875,12
0,1,1,0,0.58984375,12
49,0.5,2,1,0.48828125,12
0,1,1,0,0.54296875,12
49,0.5,2,1,0.498046875,12
0,1,1,0,0.556640625,12
14,1,2,0,0.580078125,12
42,1,2,1,0.451171875,12
0,1,1,0,0.54296875,12
49,0.5,2,1,0.353515625,12
0,1,1,0,0.794921875,12
14,1,2,0,0.703125,12
14,0.5,2,0,0.6484375,12
42,1,2,1,0.69140625,12
49,1,2,1,0.564453125,12
0,1,1,0,0.62109375,12
0,0.5,1,0,0.455078125,12
56,0.5,2,1,0.5703125,12
49,1,2,1,0.470703125,12
0,1,1,1,0.373046875,12
49,0.5,2,1,0.537109375,12
0,0.5,1,0,0.57421875,12
0,0.5,1,0,0.80078125,12
7,1,2,0,0.482421875,12
0,0.5,1,0,0.5078125,12
7,0.5,2,0,0.486328125,12
14,0.5,2,0,1.30859375,12
7,0.5,2,0,0.53125,12
0,0.5,1,0,0.583984375,12
35,0.5,2,1,0.763671875,12
42,0.5,2,1,0.990234375,12
35,1,2,1,0.919921875,12
0,0.5,1,0,0.658203125,12
21,0.5,2,1,0.654296875,12
35,1,2,1,0.603515625,12
35,1,2,1,0.60546875,12
49,0.5,2,1,0.6484375,12
42,0.5,2,1,0.572265625,12
0,0.5,1,0,1.365234375,12
0,1,1,0,0.54296875,12
49,1,2,1,0.51953125,12
0,0.5,1,0,0.634765625,12
35,0.5,2,1,0.673828125,12
0,0.5,1,0,0.775390625,12
42,0.5,2,1,0.5078125,12
35,0.5,2,1,0.53515625,12
28,1,2,1,0.47265625,12
0,1,1,0,0.6484375,12
0,1,1,0,0.826171875,12
0,1,1,0,0.640625,12
35,0.5,2,1,0.76953125,12
0,1,1,0,0.8515625,12
0,0.5,1,0,0.6171875,12
28,0.5,2,1,0.55859375,12
49,0.5,2,1,0.50390625,12
35,0.5,2,1,0.494140625,12
0,0.5,1,0,0.572265625,12
7,1,2,0,0.62109375,12
0,0.5,1,0,0.5625,12
0,0.5,1,0,0.53515625,12
0,1,1,0,0.615234375,12
7,1,2,1,0.40234375,12
21,0.5,2,1,0.58984375,12
0,0.5,1,0,0.55859375,12
56,1,2,1,0.541015625,12
0,0.5,1,0,0.734375,12
49,1,2,1,0.6640625,12
0,0.5,1,0,1.322265625,12
14,0.5,2,0,1.5859375,12
0,1,1,0,0.59375,12
56,1,2,1,0.609375,12
0,0.5,1,0,0.73046875,12
21,1,2,1,1.056640625,12
0,0.5,1,0,0.625,12
21,0.5,2,1,0.9609375,12
28,0.5,2,1,0.642578125,12
0,1,1,0,0.662109375,12
56,1,2,1,0.546875,12
0,0.5,1,0,0.677734375,12
0,1,1,0,0.6328125,12
0,0.5,1,0,0.55859375,12
0,1,1,0,0.51171875,12
0,0.5,1,0,0.703125,12
21,1,2,1,0.60546875,12
21,0.5,2,1,0.681640625,12
14,0.5,2,0,0.77734375,12
0,0.5,1,0,0.595703125,12
7,1,2,0,0.60546875,12
0,1,1,0,0.599609375,12
0,1,1,0,0.53125,12
21,1,2,1,0.771484375,12
0,0.5,1,0,0.755859375,12
56,0.5,2,1,0.576171875,12
56,0.5,2,1,0.48046875,12
0,1,1,0,0.638671875,12
0,0.5,1,0,0.677734375,12
0,0.5,1,0,0.625,12
0,0.5,1,0,0.4609375,12
0,1,1,0,0.591796875,12
0,0.5,1,0,0.53125,12
49,0.5,2,1,0.642578125,12
0,0.5,1,0,1.177734375,12
0,1,1,0,0.521484375,12
0,1,1,0,0.583984375,12
42,0.5,2,1,0.521484375,12
0,0.5,1,0,0.6171875,12
0,1,1,0,0.81640625,12
0,0.5,1,0,0.984375,12
42,1,2,1,0.62109375,12
14,0.5,2,0,0.6484375,12
21,1,2,1,1.009765625,12
0,0.5,1,0,0.525390625,12
0,0.5,1,0,0.734375,12
0,0.5,1,0,0.552734375,12
0,1,1,0,0.60546875,12
49,0.5,2,1,0.556640625,12
14,1,2,0,0.708984375,12
0,1,1,0,0.6171875,12
7,1,2,0,0.462890625,12
21,0.5,2,1,0.529296875,12
28,1,2,1,0.63671875,12
0,1,1,0,0.76953125,12
0,1,1,0,0.5859375,12
21,1,2,1,0.595703125,12
0,1,1,0,0.69140625,12
0,1,1,0,0.640625,12
0,0.5,1,0,0.732421875,12
0,1,1,0,0.65625,12
0,0.5,1,0,0.841796875,12
0,1,1,0,3.53515625,12
7,0.5,2,0,0.642578125,12
0,0.5,1,0,1.689453125,12
0,1,1,0,1.03125,12
0,1,1,0,0.6796875,12
28,1,2,1,0.5234375,12
42,0.5,2,1,0.5234375,12
49,1,2,1,0.5078125,12
14,0.5,2,0,0.7890625,12
35,0.5,2,1,0.779296875,12
28,1,2,1,0.65234375,12
0,1,1,0,0.611328125,12
0,1,1,0,0.556640625,12
0,1,1,0,0.681640625,12
42,1,2,1,0.45703125,12
0,0.5,1,0,0.619140625,12
0,0.5,1,0,0.5625,12
0,1,1,0,0.419921875,12
56,0.5,2,1,0.615234375,12
21,0.5,2,1,0.625,12
0,0.5,1,0,0.51171875,12
0,1,1,0,0.54296875,12
49,1,2,1,0.548828125,12
21,1,2,1,0.67578125,12
0,1,1,1,0.47265625,12
56,1,2,1,0.62109375,12
35,0.5,2,1,0.484375,12
7,0.5,2,0,1.703125,12
0,1,1,0,0.638671875,12
0,0.5,1,0,0.623046875,12
49,1,2,1,0.57421875,12
0,1,1,0,1.38671875,12
0,1,1,0,0.6328125,12
14,1,2,0,0.798828125,12
56,0.5,2,1,0.541015625,12
0,0.5,1,0,0.9140625,12
0,1,1,0,0.591796875,12
35,0.5,2,1,0.69921875,12
14,0.5,2,1,0.658203125,12
21,0.5,2,1,0.69140625,12
0,0.5,1,1,0.396484375,12
0,0.5,1,0,1.48046875,12
42,1,2,1,0.58203125,12
0,1,1,0,0.484375,12
7,1,2,0,0.91796875,12
0,0.5,1,0,0.640625,12
28,1,2,1,1.244140625,12
0,1,1,0,0.599609375,12
7,0.5,2,0,0.83984375,12
35,1,2,1,0.474609375,12
7,0.5,2,0,0.771484375,12
0,1,1,0,0.822265625,12
56,1,2,1,0.42578125,12
0,0.5,1,0,0.470703125,12
7,1,2,0,1.892578125,12
14,0.5,2,0,0.58984375,12
21,1,2,1,0.431640625,12
0,1,1,0,0.5234375,12
0,1,1,0,0.669921875,12
0,0.5,1,0,0.837890625,12
7,0.5,2,0,0.60546875,12
42,0.5,2,1,0.51171875,12
0,1,1,0,0.716796875,12
14,1,2,0,0.47265625,12
35,1,2,1,0.5390625,12
0,0.5,1,0,0.55859375,12
56,1,2,1,0.49609375,12
0,1,1,0,0.615234375,12
0,0.5,1,0,0.650390625,12
28,0.5,2,1,0.537109375,12
56,0.5,2,1,0.474609375,12
0,0.5,1,0,0.87890625,12
21,0.5,2,1,0.654296875,12
0,1,1,0,0.59375,12
56,0.5,2,1,0.58984375,12
0,0.5,1,0,0.93359375,12
0,0.5,1,0,1.47265625,12
56,0.5,2,1,0.572265625,12
0,0.5,1,0,0.5625,12
35,1,2,1,0.490234375,12
14,1,2,1,0.87890625,12
28,0.5,2,1,0.572265625,12
7,0.5,2,1,0.421875,12
28,1,2,1,0.537109375,12
7,0.5,2,0,0.443359375,12
0,0.5,1,1,0.455078125,12
42,0.5,2,1,0.453125,12
0,0.5,1,0,0.599609375,12
0,1,1,0,1.111328125,12
49,0.5,2,1,0.41796875,12
21,1,2,1,0.439453125,12
7,1,2,0,0.501953125,12
0,1,1,0,0.712890625,12
0,0.5,1,0,0.498046875,12
0,1,1,0,0.490234375,12
21,0.5,2,1,0.646484375,12
0,0.5,1,0,0.8828125,12
0,0.5,1,0,0.650390625,12
28,1,2,1,0.66796875,12
0,1,1,0,0.607421875,12
0,1,1,0,0.572265625,12
0,1,1,0,0.8203125,12
0,0.5,1,0,0.533203125,12
0,0.5,1,0,0.751953125,12
0,0.5,1,0,0.548828125,12
0,1,1,0,0.63671875,12
0,0.5,1,0,0.7109375,12
0,0.5,1,0,0.666015625,12
0,0.5,1,0,0.5625,12
0,1,1,0,0.61328125,12
0,1,1,0,0.494140625,12
0,1,1,0,0.57421875,12
21,0.5,2,1,0.4609375,12
0,0.5,1,0,0.505859375,12
0,1,1,0,0.5390625,12
0,1,1,0,0.546875,12
0,0.5,1,0,0.49609375,12
56,0.5,2,1,0.51171875,12
0,0.5,1,0,0.626953125,12
56,0.5,2,1,0.5546875,12
42,1,2,1,0.443359375,12
7,0.5,2,0,0.783203125,12
0,1,1,0,0.63671875,12
0,0.5,1,0,0.7421875,12
14,1,2,0,0.4375,12
56,0.5,2,1,0.560546875,12
7,1,2,0,0.62109375,12
21,1,2,1,0.51953125,12
0,0.5,1,0,0.57421875,12
0,1,1,0,0.6328125,12
0,1,1,0,0.677734375,12
0,0.5,1,0,0.5703125,12
42,0.5,2,1,0.56640625,12
0,0.5,1,0,0.17578125,12
0,0.5,1,0,0.58984375,12
28,1,2,1,0.52734375,12
0,1,1,0,0.556640625,12
0,1,1,0,1.275390625,12
14,0.5,2,0,0.529296875,12
21,0.5,2,1,0.7421875,12
0,0.5,1,0,1.427734375,12
0,0.5,1,0,0.798828125,12
0,0.5,1,0,0.72265625,12
42,1,2,1,0.482421875,12
0,1,1,0,1.568359375,12
0,1,1,0,0.630859375,12
28,0.5,2,1,0.41796875,12
7,0.5,2,0,0.525390625,12
0,1,1,0,0.908203125,13
56,1,2,1,1.041015625,13
42,1,2,1,0.6171875,13
7,0.5,2,0,0.791015625,13
0,1,1,0,2.109375,13
0,0.5,1,0,0.693359375,13
0,1,1,0,0.8125,13
0,0.5,1,0,0.7421875,13
0,1,1,0,0.75390625,13
14,1,2,0,0.703125,13
0,0.5,1,0,0.779296875,13
0,1,1,0,0.65625,13
49,0.5,2,1,1.361328125,13
42,1,2,1,0.736328125,13
0,1,1,0,0.86328125,13
14,1,2,1,1.41015625,13
0,1,1,0,0.69921875,13
56,1,2,1,0.9140625,13
0,1,1,0,0.7265625,13
0,0.5,1,0,1.48046875,13
35,0.5,2,1,0.833984375,13
28,1,2,1,1.212890625,13
28,0.5,2,1,1.58203125,13
42,0.5,2,1,0.74609375,13
0,0.5,1,0,0.810546875,13
49,1,2,1,1.1484375,13
14,1,2,1,0.833984375,13
56,1,2,1,0.740234375,13
21,1,2,1,0.791015625,13
7,1,2,0,1.03125,13
0,1,1,0,0.708984375,13
0,0.5,1,0,0.63671875,13
28,0.5,2,1,1.91796875,13
56,0.5,2,1,0.630859375,13
21,1,2,1,0.634765625,13
7,1,2,0,0.837890625,13
0,0.5,1,0,0.5859375,13
49,1,2,1,3.4296875,13
49,1,2,1,0.75,13
14,0.5,2,0,0.71484375,13
