,id,block_id,trial_id,stimulus,response,reaction_time,timestamp,participant_id,d1,ado_type,corr_esp_trial
12045,12046,1,23,"[80, 69, 51, 28, 42, 50, 51, 45]",<,1481.0,2025-01-16 17:31:10.093642,508145,2,10,
12046,12047,1,24,"[62, 40, 24, 73, 37, 51, 51, 30]",<,3522.0,2025-01-16 17:31:20.640994,508145,2,10,
12047,12048,1,25,"[57, 68, 29, 21, 43, 40, 51, 59]",<,818.0,2025-01-16 17:31:28.126953,508145,7,10,
12048,12049,1,26,"[59, 67, 63, 49, 46, 62, 66, 20]",>,1088.0,2025-01-16 17:31:35.906884,508145,2,10,
12049,12050,1,27,"[57, 65, 19, 33, 53, 64, 37, 40]",<,678.0,2025-01-16 17:31:43.783754,508145,8,10,
12050,12051,1,28,"[79, 46, 71, 61, 53, 27, 60, 51]",>,4705.0,2025-01-16 17:33:18.301254,508145,2,10,
12051,12052,1,29,"[44, 21, 40, 35, 65, 72, 43, 48]",<,1123.0,2025-01-16 17:33:26.381504,508145,4,10,
12052,12053,1,30,"[30, 60, 60, 75, 28, 48, 50, 41]",<,5796.0,2025-01-16 17:33:39.191428,508145,7,10,
12053,12054,1,31,"[41, 60, 69, 43, 79, 46, 62, 32]",<,69762.0,2025-01-16 17:34:56.222583,508145,2,10,
12054,12055,1,32,"[65, 58, 50, 35, 22, 45, 30, 63]",<,2039.0,2025-01-16 17:35:05.109903,508145,3,10,
12055,12056,1,33,"[43, 43, 39, 52, 67, 75, 29, 36]",<,1987.0,2025-01-16 17:35:13.974044,508145,8,10,
12056,12057,1,34,"[43, 55, 73, 51, 32, 50, 61, 83]",>,2615.0,2025-01-16 17:35:35.300353,508145,2,10,
12057,12058,1,35,"[51, 57, 39, 51, 48, 50, 63, 9]",<,683.0,2025-01-16 17:35:42.841665,508145,5,10,
12058,12059,1,36,"[31, 69, 73, 40, 47, 52, 33, 63]",>,1382.0,2025-01-16 17:35:55.026329,508145,2,10,
12059,12060,1,37,"[31, 44, 30, 48, 55, 75, 29, 56]",<,978.0,2025-01-16 17:36:03.829559,508145,8,10,
12060,12061,1,38,"[47, 63, 41, 74, 74, 31, 50, 68]",>,1218.0,2025-01-16 17:36:23.313593,508145,6,10,
12061,12062,1,39,"[63, 42, 43, 67, 76, 26, 55, 44]",<,541.0,2025-01-16 17:36:30.626058,508145,2,10,
12062,12063,1,40,"[56, 32, 47, 75, 56, 42, 33, 27]",<,710.0,2025-01-16 17:37:22.887000,508145,4,10,
12063,12064,1,41,"[54, 22, 40, 65, 64, 50, 33, 64]",<,4986.0,2025-01-16 17:38:08.714776,508145,8,10,
12064,12065,1,42,"[54, 58, 42, 36, 66, 75, 77, 40]",>,951.0,2025-01-16 17:38:16.730474,508145,3,10,
12065,12066,1,43,"[71, 37, 23, 65, 37, 42, 59, 50]",<,4384.0,2025-01-16 17:38:34.458719,508145,8,10,
12066,12067,1,44,"[54, 42, 77, 78, 41, 61, 60, 35]",>,1518.0,2025-01-16 17:39:44.692534,508145,2,10,
12067,12068,1,45,"[28, 48, 56, 77, 36, 42, 30, 51]",<,673.0,2025-01-16 17:39:54.396644,508145,5,10,
12068,12069,1,46,"[77, 34, 58, 54, 56, 53, 52, 24]",>,5087.0,2025-01-16 17:40:06.201370,508145,2,10,
12069,12070,1,47,"[72, 28, 23, 52, 47, 56, 37, 53]",<,662.0,2025-01-16 17:40:14.138733,508145,8,10,
12070,12071,1,48,"[80, 44, 65, 67, 38, 70, 41, 43]",>,846.0,2025-01-16 17:40:37.937192,508145,6,10,
12071,12072,1,49,"[54, 39, 50, 40, 87, 50, 39, 57]",>,976.0,2025-01-16 17:40:46.580862,508145,3,10,
12072,12073,1,50,"[50, 19, 50, 55, 32, 57, 72, 49]",<,725.0,2025-01-16 17:41:09.627607,508145,2,10,
12073,12074,1,51,"[20, 50, 52, 49, 43, 76, 33, 45]",<,12518.0,2025-01-16 17:41:30.056345,508145,8,10,
12074,12075,1,52,"[59, 36, 81, 78, 43, 47, 53, 51]",>,820.0,2025-01-16 17:41:37.703461,508145,4,10,
12075,12076,1,53,"[63, 22, 71, 43, 57, 33, 55, 48]",<,1985.0,2025-01-16 17:41:47.386839,508145,6,10,
12076,12077,1,54,"[47, 78, 58, 51, 27, 34, 61, 60]",>,2525.0,2025-01-16 17:42:27.964169,508145,2,10,
12077,12078,1,55,"[32, 77, 57, 40, 46, 54, 33, 29]",<,683.0,2025-01-16 17:42:35.466048,508145,5,10,
12078,12079,1,56,"[32, 55, 80, 39, 50, 68, 42, 42]",<,1380.0,2025-01-16 17:42:43.780332,508145,8,10,
12079,12080,1,57,"[31, 60, 61, 42, 85, 56, 63, 50]",>,1517.0,2025-01-16 17:42:55.408846,508145,3,10,
12080,12081,1,58,"[35, 43, 36, 29, 74, 47, 69, 51]",<,2251.0,2025-01-16 17:43:05.407614,508145,8,10,
12081,12082,1,2,"[58, 56, 22, 57, 31, 39, 62, 67]",>,898.0,2025-01-16 17:49:07.727945,134897,5,10,
12082,12083,1,3,"[43, 50, 69, 66, 42, 28, 38, 72]",<,702.0,2025-01-16 17:49:17.954541,134897,4,10,
12083,12084,1,4,"[58, 63, 24, 59, 63, 57, 29, 39]",<,2716.0,2025-01-16 17:49:27.460497,134897,0,10,
12084,12085,1,5,"[64, 50, 25, 49, 44, 39, 12, 45]",<,628.0,2025-01-16 17:49:34.838543,134897,2,10,
12085,12086,1,6,"[31, 14, 54, 55, 56, 58, 58, 42]",<,3210.0,2025-01-16 17:49:45.065765,134897,2,10,
12086,12087,1,7,"[51, 48, 46, 51, 27, 69, 57, 19]",<,605.0,2025-01-16 17:49:52.948643,134897,1,10,
12087,12088,1,8,"[27, 53, 52, 17, 35, 64, 48, 56]",<,622.0,2025-01-16 17:49:59.912020,134897,3,10,
12088,12089,1,9,"[63, 46, 62, 44, 60, 20, 58, 31]",<,544.0,2025-01-16 17:50:08.346526,134897,6,10,
12089,12090,1,10,"[55, 29, 57, 49, 58, 28, 67, 73]",<,661.0,2025-01-16 17:50:15.587138,134897,0,10,
12090,12091,1,11,"[46, 23, 28, 41, 72, 41, 52, 25]",<,592.0,2025-01-16 17:50:22.753689,134897,1,10,
12091,12092,1,12,"[55, 40, 63, 63, 34, 30, 48, 19]",<,771.0,2025-01-16 17:50:30.131756,134897,8,10,
12092,12093,1,13,"[67, 78, 38, 46, 49, 42, 78, 50]",>,3591.0,2025-01-16 17:50:40.262842,134897,9,10,
12093,12094,1,14,"[74, 69, 57, 42, 35, 64, 82, 49]",>,736.0,2025-01-16 17:50:47.755753,134897,5,10,
12094,12095,1,15,"[52, 50, 59, 76, 42, 23, 41, 65]",>,780.0,2025-01-16 17:50:55.223492,134897,7,10,
12095,12096,1,16,"[43, 54, 74, 32, 69, 34, 61, 65]",<,752.0,2025-01-16 17:51:04.637236,134897,6,10,
12096,12097,1,17,"[64, 36, 51, 45, 31, 71, 74, 44]",<,978.0,2025-01-16 17:51:22.964726,134897,7,10,
12097,12098,1,18,"[39, 78, 45, 41, 58, 66, 35, 70]",<,687.0,2025-01-16 17:51:44.672850,134897,9,10,
12098,12099,1,19,"[62, 53, 45, 38, 50, 88, 67, 69]",>,2616.0,2025-01-16 17:51:53.994266,134897,3,10,
12099,12100,1,20,"[52, 55, 45, 80, 45, 41, 44, 22]",>,729.0,2025-01-16 17:52:01.583319,134897,8,10,
12100,12101,1,21,"[25, 78, 45, 65, 63, 62, 50, 60]",>,567.0,2025-01-16 17:52:45.202149,134897,2,10,
12101,12102,1,22,"[29, 25, 64, 46, 69, 56, 42, 37]",<,585.0,2025-01-16 17:52:52.571872,134897,2,10,
12102,12103,1,23,"[66, 50, 37, 61, 22, 62, 31, 39]",<,612.0,2025-01-16 17:52:59.738187,134897,5,10,
12103,12104,1,24,"[33, 77, 70, 33, 43, 46, 57, 49]",>,570.0,2025-01-16 17:53:06.820781,134897,2,10,
12104,12105,1,25,"[55, 22, 60, 41, 70, 47, 28, 45]",<,598.0,2025-01-16 17:53:13.975432,134897,6,10,
12105,12106,1,26,"[38, 61, 43, 24, 54, 60, 72, 64]",<,664.0,2025-01-16 17:53:21.135525,134897,2,10,
12106,12107,1,27,"[64, 30, 16, 50, 62, 42, 50, 54]",<,1012.0,2025-01-16 17:53:29.407855,134897,8,10,
12107,12108,1,28,"[60, 44, 59, 68, 73, 43, 72, 29]",>,598.0,2025-01-16 17:53:40.093641,134897,4,10,
12108,12109,1,29,"[80, 41, 36, 57, 51, 26, 52, 49]",>,1157.0,2025-01-16 17:53:47.801281,134897,2,10,
12109,12110,1,30,"[67, 58, 30, 46, 67, 36, 36, 28]",<,920.0,2025-01-16 17:53:55.750749,134897,8,10,
12110,12111,1,31,"[45, 85, 56, 68, 36, 66, 42, 50]",>,554.0,2025-01-16 17:54:03.024054,134897,2,10,
12111,12112,1,32,"[47, 28, 78, 29, 41, 54, 50, 41]",<,739.0,2025-01-16 17:54:10.295374,134897,6,10,
12112,12113,1,33,"[35, 44, 45, 54, 86, 41, 61, 50]",<,511.0,2025-01-16 17:54:17.356452,134897,5,10,
12113,12114,1,34,"[50, 57, 63, 71, 36, 38, 27, 66]",<,2199.0,2025-01-16 17:54:26.118745,134897,8,10,
12114,12115,1,35,"[69, 62, 58, 23, 69, 49, 48, 70]",>,1306.0,2025-01-16 17:54:34.146824,134897,2,10,
12115,12116,1,36,"[44, 33, 71, 60, 24, 61, 35, 40]",>,629.0,2025-01-16 17:54:41.534240,134897,8,10,
12116,12117,1,37,"[54, 27, 69, 76, 50, 56, 72, 44]",>,572.0,2025-01-16 17:54:48.690309,134897,5,10,
12117,12118,1,38,"[64, 55, 31, 54, 36, 66, 71, 31]",<,605.0,2025-01-16 17:54:56.300041,134897,6,10,
12118,12119,1,39,"[55, 62, 59, 79, 31, 55, 32, 43]",>,1180.0,2025-01-16 17:55:04.159982,134897,8,10,
12119,12120,1,40,"[24, 82, 57, 57, 57, 55, 52, 64]",>,746.0,2025-01-16 17:55:12.149551,134897,1,10,
12120,12121,1,41,"[24, 62, 57, 26, 65, 34, 48, 36]",<,621.0,2025-01-16 17:55:27.099661,134897,3,10,
12121,12122,1,42,"[26, 42, 44, 67, 66, 62, 47, 30]",<,579.0,2025-01-16 17:55:34.469542,134897,8,10,
12122,12123,1,43,"[44, 87, 55, 38, 39, 59, 64, 62]",>,521.0,2025-01-16 17:55:41.336613,134897,7,10,
12123,12124,1,44,"[52, 29, 65, 84, 58, 51, 45, 48]",>,572.0,2025-01-16 17:55:49.012214,134897,1,10,
12124,12125,1,45,"[33, 39, 45, 71, 42, 32, 25, 65]",<,556.0,2025-01-16 17:55:56.176674,134897,4,10,
12125,12126,1,46,"[49, 45, 60, 61, 69, 46, 16, 46]",<,738.0,2025-01-16 17:56:03.558108,134897,8,10,
12126,12127,1,47,"[76, 31, 58, 59, 60, 32, 67, 65]",<,712.0,2025-01-16 17:56:11.022843,134897,1,10,
12127,12128,1,48,"[52, 58, 33, 42, 19, 40, 37, 71]",<,823.0,2025-01-16 17:56:22.766738,134897,3,10,
12128,12129,1,49,"[62, 25, 63, 23, 58, 46, 56, 51]",<,749.0,2025-01-16 17:56:30.379602,134897,5,10,
12129,12130,1,50,"[49, 58, 46, 49, 48, 64, 19, 75]",<,3844.0,2025-01-16 17:56:42.867094,134897,1,10,
12130,12131,1,51,"[73, 41, 42, 28, 28, 60, 31, 49]",<,647.0,2025-01-16 17:56:50.244403,134897,7,10,
12131,12132,1,52,"[63, 60, 26, 57, 78, 37, 54, 57]",>,1300.0,2025-01-16 17:56:58.228733,134897,3,10,
12132,12133,1,53,"[51, 72, 62, 43, 42, 34, 58, 22]",<,1530.0,2025-01-16 17:57:06.929388,134897,4,10,
12133,12134,1,54,"[57, 57, 33, 74, 63, 30, 35, 43]",<,662.0,2025-01-16 17:57:14.119061,134897,1,10,
12134,12135,1,55,"[17, 31, 46, 61, 62, 39, 58, 38]",<,679.0,2025-01-16 17:57:21.577036,134897,9,10,
12135,12136,1,56,"[47, 76, 65, 67, 68, 65, 59, 25]",>,2699.0,2025-01-16 17:57:30.992665,134897,6,10,
12136,12137,1,57,"[69, 54, 77, 54, 25, 40, 51, 46]",>,1306.0,2025-01-16 17:57:39.601255,134897,1,10,
12137,12138,1,58,"[47, 60, 13, 54, 33, 55, 55, 35]",<,1204.0,2025-01-16 17:57:47.281316,134897,3,10,
12138,12139,1,59,"[22, 48, 43, 49, 69, 30, 64, 59]",<,679.0,2025-01-16 17:57:54.561086,134897,8,10,
12139,12140,1,60,"[23, 57, 52, 51, 54, 73, 61, 77]",>,566.0,2025-01-16 17:58:01.933284,134897,7,10,
12140,12141,1,61,"[67, 49, 77, 50, 23, 62, 46, 58]",>,586.0,2025-01-16 18:01:19.147448,134897,3,10,
12141,12142,1,62,"[23, 56, 38, 55, 46, 58, 74, 34]",<,1515.0,2025-01-16 18:01:27.640846,134897,8,10,
12142,12143,1,63,"[31, 48, 85, 47, 70, 59, 52, 56]",>,711.0,2025-01-16 18:01:35.019833,134897,1,10,
12143,12144,1,64,"[28, 24, 72, 38, 61, 49, 37, 43]",<,553.0,2025-01-16 18:01:42.077202,134897,5,10,
12144,12145,1,65,"[76, 57, 50, 40, 36, 41, 73, 35]",<,645.0,2025-01-16 18:01:49.550272,134897,4,10,
12145,12146,1,66,"[32, 71, 25, 53, 68, 43, 47, 53]",<,680.0,2025-01-16 18:01:56.945168,134897,8,10,
12146,12147,1,2,"[56, 18, 44, 36, 70, 50, 56, 62]",>,2178.0,2025-01-16 18:01:58.603941,264557,5,20,
12147,12148,1,67,"[47, 77, 45, 78, 37, 53, 43, 68]",>,596.0,2025-01-16 18:02:04.510545,134897,7,10,
12148,12149,1,3,"[53, 71, 63, 45, 51, 49, 58, 18]",<,2113.0,2025-01-16 18:02:11.658102,264557,4,20,
12149,12150,1,68,"[49, 78, 74, 62, 50, 34, 46, 39]",>,679.0,2025-01-16 18:02:13.840011,134897,3,10,
12150,12151,1,69,"[45, 42, 52, 33, 28, 74, 68, 42]",<,1212.0,2025-01-16 18:02:21.918029,134897,2,10,
12151,12152,1,4,"[49, 56, 47, 64, 18, 70, 51, 37]",>,1436.0,2025-01-16 18:02:22.138126,264557,0,20,
12152,12153,1,70,"[57, 37, 31, 61, 54, 67, 42, 19]",<,680.0,2025-01-16 18:02:29.126152,134897,8,10,
12153,12154,1,5,"[51, 58, 19, 26, 58, 46, 48, 22]",<,1238.0,2025-01-16 18:02:30.933904,264557,2,20,
12154,12155,1,71,"[64, 47, 61, 31, 74, 47, 46, 78]",>,794.0,2025-01-16 18:02:36.564096,134897,5,10,
12155,12156,1,6,"[58, 33, 61, 71, 50, 27, 39, 29]",<,1162.0,2025-01-16 18:02:40.053150,264557,2,20,
12156,12157,1,72,"[38, 65, 55, 46, 61, 76, 37, 30]",<,954.0,2025-01-16 18:02:44.132757,134897,7,10,
12157,12158,1,73,"[38, 48, 35, 72, 39, 68, 74, 58]",>,1306.0,2025-01-16 18:02:52.021875,134897,3,10,
12158,12159,1,7,"[52, 54, 35, 45, 51, 37, 20, 74]",<,9450.0,2025-01-16 18:02:56.694084,264557,1,20,
12159,12160,1,74,"[38, 43, 67, 51, 43, 20, 70, 52]",<,613.0,2025-01-16 18:02:59.181198,134897,6,10,
12160,12161,1,8,"[49, 57, 53, 50, 10, 49, 30, 54]",<,1027.0,2025-01-16 18:03:04.806053,264557,3,20,
12161,12162,1,75,"[53, 27, 53, 48, 43, 47, 63, 82]",<,628.0,2025-01-16 18:03:06.370045,134897,8,10,
12162,12163,1,76,"[51, 38, 37, 48, 60, 82, 74, 58]",>,862.0,2025-01-16 18:03:13.829301,134897,4,10,
12163,12164,1,9,"[82, 38, 51, 49, 55, 29, 40, 40]",<,3031.0,2025-01-16 18:03:14.711367,264557,6,20,
12164,12165,1,77,"[52, 55, 64, 36, 39, 66, 20, 60]",<,586.0,2025-01-16 18:03:23.366546,134897,7,10,
12165,12166,1,10,"[64, 50, 41, 76, 63, 47, 51, 24]",>,2258.0,2025-01-16 18:03:24.762737,264557,0,20,
12166,12167,1,11,"[35, 29, 29, 27, 59, 27, 62, 60]",<,1595.0,2025-01-16 18:03:33.354596,264557,1,20,
12167,12168,1,78,"[66, 57, 26, 63, 41, 54, 46, 79]",>,8075.0,2025-01-16 18:03:38.307341,134897,1,10,
12168,12169,1,12,"[59, 30, 22, 44, 66, 56, 27, 48]",<,1798.0,2025-01-16 18:03:42.463549,264557,8,20,
12169,12170,1,79,"[42, 34, 33, 49, 79, 25, 48, 42]",<,600.0,2025-01-16 18:03:45.784791,134897,6,10,
12170,12171,1,13,"[49, 71, 46, 42, 56, 64, 83, 37]",>,2043.0,2025-01-16 18:03:51.587716,264557,9,20,
12171,12172,1,80,"[58, 48, 44, 35, 72, 34, 48, 77]",>,1416.0,2025-01-16 18:03:53.659012,134897,3,10,
12172,12173,1,14,"[51, 34, 46, 62, 61, 89, 66, 63]",>,1557.0,2025-01-16 18:04:00.320348,264557,5,20,
12173,12174,1,15,"[70, 71, 55, 28, 49, 52, 55, 28]",>,1707.0,2025-01-16 18:04:11.102398,264557,7,20,
12174,12175,1,16,"[62, 45, 35, 85, 51, 41, 66, 47]",<,2369.0,2025-01-16 18:04:20.464845,264557,6,20,
12175,12176,1,17,"[39, 70, 72, 45, 44, 67, 49, 30]",>,3709.0,2025-01-16 18:04:36.341414,264557,7,20,
12176,12177,1,18,"[47, 61, 65, 53, 70, 18, 58, 60]",>,1083.0,2025-01-16 18:04:44.612493,264557,9,20,
12177,12178,1,81,"[44, 30, 70, 51, 59, 52, 21, 57]",<,569.0,2025-01-16 18:04:47.740725,134897,8,10,
12178,12179,1,82,"[81, 63, 42, 55, 36, 75, 43, 53]",>,579.0,2025-01-16 18:04:55.218274,134897,2,10,
12179,12180,1,19,"[30, 53, 80, 52, 69, 62, 51, 75]",>,1432.0,2025-01-16 18:04:55.256441,264557,3,20,
12180,12181,1,83,"[21, 30, 49, 40, 57, 69, 59, 43]",<,721.0,2025-01-16 18:05:02.890103,134897,7,10,
12181,12182,1,20,"[35, 40, 33, 44, 60, 54, 80, 38]",<,4404.0,2025-01-16 18:05:07.059398,264557,8,20,
12182,12183,1,84,"[50, 31, 54, 31, 60, 71, 72, 63]",>,687.0,2025-01-16 18:05:10.260855,134897,5,10,
12183,12184,1,85,"[61, 46, 39, 50, 65, 35, 79, 33]",<,587.0,2025-01-16 18:05:32.689346,134897,4,10,
12184,12185,1,86,"[65, 39, 58, 29, 76, 47, 36, 42]",<,703.0,2025-01-16 18:05:41.798621,134897,8,10,
12185,12186,1,87,"[73, 31, 43, 76, 47, 67, 47, 64]",>,713.0,2025-01-16 18:05:49.078850,134897,3,10,
12186,12187,1,21,"[45, 63, 79, 43, 68, 65, 28, 57]",<,11423.0,2025-01-16 18:05:54.312995,264557,8,20,
12187,12188,1,88,"[43, 69, 31, 59, 27, 66, 52, 37]",<,859.0,2025-01-16 18:05:56.850861,134897,7,10,
12188,12189,1,89,"[68, 45, 29, 36, 60, 53, 66, 75]",<,598.0,2025-01-16 18:06:04.126382,134897,9,10,
12189,12190,1,22,"[74, 41, 52, 55, 72, 27, 58, 69]",<,5003.0,2025-01-16 18:06:06.306073,264557,6,20,
12190,12191,1,90,"[69, 61, 91, 52, 47, 57, 37, 58]",>,657.0,2025-01-16 18:06:11.282379,134897,2,10,
12191,12192,1,23,"[38, 44, 53, 46, 38, 86, 63, 48]",>,1494.0,2025-01-16 18:06:14.605495,264557,5,20,
12192,12193,1,91,"[48, 63, 39, 65, 22, 36, 33, 62]",<,1097.0,2025-01-16 18:06:19.690412,134897,5,10,
12193,12194,1,24,"[45, 29, 44, 77, 45, 66, 63, 39]",<,2032.0,2025-01-16 18:06:23.374461,264557,0,20,
12194,12195,1,92,"[42, 28, 70, 63, 50, 68, 55, 32]",<,629.0,2025-01-16 18:06:27.077156,134897,6,10,
12195,12196,1,25,"[62, 44, 56, 21, 23, 52, 25, 45]",<,1453.0,2025-01-16 18:06:31.827962,264557,9,20,
12196,12197,1,93,"[57, 52, 37, 67, 76, 60, 31, 36]",<,580.0,2025-01-16 18:06:34.268208,134897,9,10,
12197,12198,1,2,"[57, 26, 30, 39, 67, 56, 69, 48]",<,1536.0,2025-01-16 18:06:34.917184,291450,5,10,
12198,12199,1,94,"[56, 72, 56, 61, 37, 68, 84, 38]",>,528.0,2025-01-16 18:06:41.412386,134897,1,10,
12199,12200,1,26,"[65, 75, 40, 45, 82, 71, 48, 46]",>,1904.0,2025-01-16 18:06:42.950024,264557,6,20,
12200,12201,1,3,"[53, 43, 41, 25, 68, 42, 69, 67]",<,1469.0,2025-01-16 18:06:47.016302,291450,4,10,
12201,12202,1,95,"[39, 40, 58, 43, 70, 40, 15, 47]",<,770.0,2025-01-16 18:06:51.748179,134897,4,10,
12202,12203,1,27,"[78, 37, 49, 54, 65, 50, 58, 25]",<,1772.0,2025-01-16 18:06:53.497671,264557,5,20,
12203,12204,1,4,"[56, 29, 69, 34, 62, 54, 29, 59]",>,795.0,2025-01-16 18:06:55.005618,291450,0,10,
12204,12205,1,96,"[70, 54, 37, 66, 60, 37, 24, 44]",>,1774.0,2025-01-16 18:07:00.582440,134897,1,10,
12205,12206,1,5,"[49, 16, 56, 41, 31, 47, 25, 63]",<,855.0,2025-01-16 18:07:03.350658,291450,2,10,
12206,12207,1,97,"[29, 68, 25, 38, 38, 44, 42, 68]",<,567.0,2025-01-16 18:07:08.021656,134897,8,10,
12207,12208,1,6,"[64, 51, 31, 45, 53, 32, 24, 68]",<,1928.0,2025-01-16 18:07:12.260141,291450,2,10,
12208,12209,1,28,"[30, 53, 73, 33, 62, 37, 56, 64]",>,12363.0,2025-01-16 18:07:13.311434,264557,2,20,
12209,12210,1,98,"[92, 57, 44, 47, 61, 41, 50, 56]",>,623.0,2025-01-16 18:07:15.499478,134897,1,10,
12210,12211,1,7,"[47, 39, 34, 74, 48, 25, 64, 37]",<,850.0,2025-01-16 18:07:19.929430,291450,1,10,
12211,12212,1,29,"[44, 56, 17, 46, 58, 27, 59, 61]",<,1238.0,2025-01-16 18:07:21.330615,264557,8,20,
12212,12213,1,99,"[22, 35, 42, 44, 73, 41, 34, 61]",<,594.0,2025-01-16 18:07:23.081208,134897,6,10,
12213,12214,1,8,"[15, 61, 29, 62, 54, 40, 41, 50]",>,941.0,2025-01-16 18:07:27.579236,291450,3,10,
12214,12215,1,100,"[52, 65, 41, 21, 57, 68, 44, 68]",>,607.0,2025-01-16 18:07:30.339301,134897,2,10,
12215,12216,1,9,"[40, 49, 60, 54, 75, 52, 26, 28]",<,965.0,2025-01-16 18:07:35.047626,291450,6,10,
12216,12217,1,30,"[43, 68, 47, 59, 30, 75, 74, 52]",>,8889.0,2025-01-16 18:07:37.475658,264557,7,20,
12217,12218,1,10,"[45, 66, 33, 71, 46, 65, 29, 61]",>,683.0,2025-01-16 18:07:42.978200,291450,0,10,
12218,12219,1,31,"[43, 58, 44, 49, 91, 49, 54, 44]",>,1633.0,2025-01-16 18:07:46.644418,264557,4,20,
12219,12220,1,11,"[22, 35, 39, 52, 68, 54, 37, 21]",<,1004.0,2025-01-16 18:07:51.083635,291450,1,10,
12220,12221,1,32,"[75, 41, 50, 40, 35, 46, 72, 33]",<,2613.0,2025-01-16 18:07:56.623553,264557,4,20,
12221,12222,1,12,"[44, 15, 44, 32, 58, 57, 64, 38]",<,895.0,2025-01-16 18:07:58.866404,291450,8,10,
12222,12223,1,33,"[45, 68, 43, 39, 28, 77, 41, 51]",<,1956.0,2025-01-16 18:08:05.707824,264557,5,20,
12223,12224,1,13,"[64, 67, 36, 26, 64, 65, 60, 66]",>,785.0,2025-01-16 18:08:07.268781,291450,9,10,
12224,12225,1,14,"[33, 51, 68, 45, 75, 81, 56, 63]",>,735.0,2025-01-16 18:08:14.565792,291450,5,10,
12225,12226,1,15,"[79, 28, 52, 32, 53, 51, 62, 51]",<,720.0,2025-01-16 18:08:22.021728,291450,7,10,
12226,12227,1,101,"[31, 43, 62, 41, 64, 25, 66, 36]",<,625.0,2025-01-16 18:08:23.179543,134897,8,10,
12227,12228,1,34,"[46, 34, 66, 50, 42, 68, 73, 29]",<,15485.0,2025-01-16 18:08:29.356747,264557,4,20,
12228,12229,1,16,"[45, 73, 34, 67, 56, 57, 30, 70]",>,1193.0,2025-01-16 18:08:30.186766,291450,6,10,
12229,12230,1,102,"[26, 61, 37, 69, 62, 67, 57, 69]",<,631.0,2025-01-16 18:08:30.750032,134897,5,10,
12230,12231,1,103,"[50, 44, 85, 37, 38, 51, 42, 61]",<,695.0,2025-01-16 18:08:38.163578,134897,3,10,
12231,12232,1,17,"[52, 67, 59, 71, 52, 29, 59, 27]",>,920.0,2025-01-16 18:08:38.288453,291450,7,10,
12232,12233,1,104,"[51, 36, 55, 68, 15, 53, 48, 58]",<,534.0,2025-01-16 18:08:45.310121,134897,9,10,
12233,12234,1,18,"[76, 35, 51, 32, 57, 45, 70, 66]",>,705.0,2025-01-16 18:08:45.717293,291450,9,10,
12234,12235,1,35,"[61, 33, 61, 24, 66, 49, 36, 62]",<,10734.0,2025-01-16 18:08:47.724372,264557,8,20,
12235,12236,1,105,"[38, 42, 54, 60, 89, 64, 56, 69]",>,696.0,2025-01-16 18:08:52.488533,134897,1,10,
12236,12237,1,19,"[70, 68, 73, 29, 66, 52, 43, 71]",>,647.0,2025-01-16 18:08:52.917254,291450,3,10,
12237,12238,1,20,"[29, 38, 38, 76, 66, 37, 50, 50]",<,1067.0,2025-01-16 18:09:00.661887,291450,8,10,
12238,12239,1,106,"[52, 60, 54, 54, 53, 18, 22, 39]",<,3016.0,2025-01-16 18:09:02.250252,134897,5,10,
12239,12240,1,107,"[47, 31, 39, 53, 81, 68, 47, 42]",<,770.0,2025-01-16 18:09:10.137067,134897,7,10,
12240,12241,1,108,"[39, 39, 44, 51, 88, 60, 60, 51]",>,1788.0,2025-01-16 18:09:18.687262,134897,5,10,
12241,12242,1,109,"[62, 47, 54, 70, 31, 40, 72, 32]",>,847.0,2025-01-16 18:09:27.502704,134897,2,10,
12242,12243,1,110,"[48, 15, 49, 42, 62, 61, 33, 58]",<,557.0,2025-01-16 18:09:34.758711,134897,3,10,
12243,12244,1,111,"[77, 44, 62, 39, 58, 37, 31, 36]",<,763.0,2025-01-16 18:09:42.444517,134897,9,10,
12244,12245,1,112,"[42, 70, 86, 50, 40, 67, 49, 68]",>,597.0,2025-01-16 18:09:49.716213,134897,6,10,
12245,12246,1,113,"[58, 52, 71, 68, 62, 47, 29, 29]",>,661.0,2025-01-16 18:09:57.293339,134897,2,10,
12246,12247,1,21,"[46, 71, 53, 56, 27, 76, 50, 69]",>,827.0,2025-01-16 18:10:02.753895,291450,4,10,
12247,12248,1,114,"[35, 24, 73, 54, 55, 55, 35, 37]",<,3016.0,2025-01-16 18:10:06.713478,134897,3,10,
12248,12249,1,22,"[62, 67, 28, 32, 43, 53, 37, 70]",<,833.0,2025-01-16 18:10:10.484559,291450,3,10,
12249,12250,1,115,"[69, 44, 44, 60, 21, 42, 66, 38]",>,662.0,2025-01-16 18:10:14.092316,134897,1,10,
12250,12251,1,23,"[23, 47, 66, 60, 30, 52, 66, 40]",<,973.0,2025-01-16 18:10:18.011763,291450,6,10,
12251,12252,1,116,"[51, 46, 36, 46, 14, 41, 71, 47]",<,563.0,2025-01-16 18:10:21.275194,134897,1,10,
12252,12253,1,24,"[80, 57, 45, 50, 27, 49, 42, 66]",>,807.0,2025-01-16 18:10:25.483212,291450,3,10,
12253,12254,1,117,"[24, 41, 44, 29, 37, 64, 43, 70]",<,771.0,2025-01-16 18:10:28.827015,134897,9,10,
12254,12255,1,25,"[48, 12, 50, 58, 62, 49, 61, 44]",<,844.0,2025-01-16 18:10:33.378627,291450,7,10,
