,id,block_id,trial_id,stimulus,response,reaction_time,timestamp,participant_id,d1,ado_type,corr_esp_trial
0,1,1,2,"[17, 67, 38, 48, 48, 62, 63, 49]",>,1295.0,2024-11-13 19:46:21.134983,1,4,default,
1,2,1,3,"[62, 17, 51, 62, 59, 44, 43, 30]",<,814.0,2024-11-13 19:46:26.911767,1,2,default,
2,3,1,4,"[76, 34, 40, 65, 61, 35, 39, 42]",<,279.0,2024-11-13 19:46:32.081075,1,4,default,
3,4,1,5,"[59, 56, 53, 39, 50, 58, 95, 62]",>,817.0,2024-11-13 19:46:37.833145,1,9,default,
4,5,1,6,"[24, 42, 55, 58, 54, 64, 20, 51]",>,592.0,2024-11-13 19:46:43.331625,1,2,default,
5,6,1,2,"[66, 25, 63, 73, 61, 58, 38, 64]",>,709.0,2024-11-13 19:47:37.080799,3,8,default,
6,7,1,3,"[28, 51, 61, 70, 32, 66, 65, 59]",>,986.0,2024-11-13 19:47:43.022911,3,7,default,
7,8,1,4,"[54, 30, 77, 48, 34, 59, 51, 31]",>,1250.0,2024-11-13 19:47:49.196250,3,3,default,
8,9,1,5,"[39, 54, 46, 67, 71, 41, 36, 78]",<,703.0,2024-11-13 19:47:54.811057,3,7,default,
9,10,1,6,"[57, 44, 40, 45, 59, 87, 40, 44]",>,642.0,2024-11-13 19:48:00.389201,3,6,default,
10,11,1,7,"[28, 76, 51, 60, 56, 37, 33, 43]",<,590.0,2024-11-13 19:48:05.898263,3,3,default,
11,12,1,8,"[65, 23, 46, 47, 54, 34, 16, 43]",<,1434.0,2024-11-13 19:48:12.273103,3,0,default,
12,13,1,9,"[51, 53, 26, 44, 26, 71, 60, 37]",>,2.0,2024-11-13 19:48:17.228334,3,2,default,
13,14,1,10,"[43, 57, 49, 29, 58, 59, 79, 34]",<,52.0,2024-11-13 19:48:22.265206,3,5,default,
14,15,1,2,"[34, 59, 30, 45, 29, 41, 76, 38]",>,41281.0,2024-11-13 20:03:40.997131,4,1,default,
15,16,1,3,"[85, 48, 60, 40, 38, 60, 40, 61]",>,888.0,2024-11-13 20:03:46.822582,4,7,default,
16,17,1,4,"[66, 65, 27, 50, 40, 64, 45, 27]",>,535.0,2024-11-13 20:03:52.318290,4,3,default,
17,18,1,5,"[70, 27, 46, 21, 43, 51, 60, 50]",>,60.0,2024-11-13 20:03:57.358040,4,2,default,
18,19,1,6,"[27, 65, 43, 58, 58, 75, 46, 36]",<,625.0,2024-11-13 20:04:02.930852,4,5,default,
19,20,1,7,"[73, 48, 49, 45, 28, 48, 48, 77]",>,273.0,2024-11-13 20:04:08.121523,4,6,default,
20,21,1,8,"[46, 73, 49, 40, 21, 54, 58, 67]",>,654.0,2024-11-13 20:04:13.699844,4,5,default,
21,22,1,9,"[57, 64, 79, 50, 58, 83, 46, 35]",<,221.0,2024-11-13 20:04:18.835512,4,9,default,
22,23,1,10,"[49, 43, 30, 83, 50, 48, 45, 68]",>,771.0,2024-11-13 20:04:24.575463,4,6,default,
23,24,1,2,"[48, 68, 32, 49, 34, 63, 77, 45]",<,211.0,2024-11-13 20:14:24.722994,6,6,default,
24,25,1,3,"[16, 22, 46, 50, 36, 42, 49, 67]",>,326.0,2024-11-13 20:14:29.959386,6,0,default,
25,26,1,2,"[43, 43, 31, 26, 52, 67, 66, 64]",>,1399.0,2024-11-13 20:19:00.182530,8,4,default,
26,27,1,2,"[51, 35, 65, 66, 54, 47, 17, 49]",>,1030.0,2024-11-13 20:21:08.582425,9,3,default,
27,28,1,2,"[60, 65, 55, 44, 64, 21, 67, 40]",<,1558.0,2024-11-13 20:27:27.601329,11,6,default,
28,29,1,3,"[80, 62, 69, 46, 65, 48, 31, 71]",>,278.0,2024-11-13 20:27:34.337689,11,9,default,
29,30,1,4,"[37, 30, 45, 45, 40, 31, 44, 80]",<,253.0,2024-11-13 20:27:39.548593,11,1,default,
30,31,1,5,"[47, 56, 69, 54, 45, 70, 55, 20]",>,244.0,2024-11-13 20:27:44.737353,11,6,default,
31,32,1,6,"[49, 50, 83, 36, 46, 64, 55, 33]",<,1003.0,2024-11-13 20:27:50.664914,11,6,default,
32,33,1,7,"[51, 54, 48, 23, 40, 70, 36, 70]",>,168.0,2024-11-13 20:27:55.762913,11,4,default,
33,34,1,8,"[57, 31, 42, 49, 21, 58, 28, 66]",<,150.0,2024-11-13 20:28:00.856046,11,1,default,
34,35,1,9,"[37, 28, 49, 66, 48, 28, 18, 54]",>,863.0,2024-11-13 20:28:06.635643,11,0,default,
35,36,1,10,"[40, 76, 63, 46, 36, 46, 53, 24]",>,866.0,2024-11-13 20:28:12.422332,11,3,default,
36,37,1,2,"[65, 61, 60, 81, 25, 62, 68, 50]",>,508.0,2024-11-13 20:29:00.264491,12,9,default,
37,38,1,2,"[77, 30, 42, 43, 35, 55, 62, 64]",>,643.0,2024-11-13 20:50:53.269401,13,5,default,
38,39,1,3,"[66, 71, 67, 52, 29, 33, 42, 48]",>,1312.0,2024-11-13 20:51:03.869170,13,5,default,
39,40,1,4,"[47, 30, 61, 51, 52, 44, 32, 11]",>,342.0,2024-11-13 20:51:09.167529,13,0,default,
40,41,1,5,"[32, 57, 78, 69, 70, 53, 50, 39]",>,6408.0,2024-11-13 20:51:25.116540,13,8,default,
41,42,1,6,"[59, 48, 21, 48, 62, 33, 57, 24]",<,12.0,2024-11-13 20:51:30.061933,13,1,default,
42,43,1,7,"[30, 44, 65, 64, 73, 57, 59, 80]",<,16.0,2024-11-13 20:51:35.049823,13,9,default,
43,44,1,8,"[39, 54, 60, 59, 21, 63, 70, 42]",<,871.0,2024-11-13 20:51:40.855862,13,5,default,
44,45,1,9,"[27, 62, 81, 55, 54, 61, 40, 52]",<,149.0,2024-11-13 20:51:45.919840,13,7,default,
45,46,1,10,"[46, 38, 33, 58, 59, 66, 63, 21]",<,349.0,2024-11-13 20:51:51.239816,13,3,default,
46,47,1,2,"[46, 44, 30, 59, 78, 64, 55, 32]",>,19.0,2024-11-13 20:53:21.216972,14,5,default,
47,48,1,3,"[52, 41, 64, 23, 43, 55, 77, 53]",>,234.0,2024-11-13 20:53:26.374236,14,5,default,
48,49,1,4,"[63, 46, 72, 41, 28, 39, 55, 72]",>,117.0,2024-11-13 20:53:31.435888,14,6,default,
49,50,1,5,"[54, 52, 26, 81, 44, 47, 42, 38]",>,10518.0,2024-11-13 20:53:46.908206,14,3,default,
50,51,1,6,"[55, 41, 64, 47, 56, 29, 37, 79]",>,734.0,2024-11-13 20:53:52.613834,14,5,default,
51,52,1,7,"[55, 50, 65, 56, 52, 15, 48, 67]",>,763.0,2024-11-13 20:53:58.322463,14,5,default,
52,53,1,8,"[73, 40, 21, 47, 60, 45, 63, 43]",>,476.0,2024-11-13 20:54:03.748295,14,4,default,
53,54,1,9,"[25, 47, 52, 52, 28, 52, 64, 72]",>,118.0,2024-11-13 20:54:08.820202,14,4,default,
54,55,1,10,"[29, 59, 54, 31, 52, 62, 22, 59]",>,202.0,2024-11-13 20:54:13.949405,14,2,default,
55,56,1,2,"[63, 53, 65, 24, 31, 54, 49, 69]",>,852.0,2024-11-14 01:03:34.029823,18,5,default,
56,57,1,3,"[29, 72, 56, 35, 68, 63, 39, 46]",>,209.0,2024-11-14 01:03:39.145897,18,5,default,
57,58,1,4,"[78, 65, 29, 57, 39, 61, 45, 42]",>,553.0,2024-11-14 01:03:44.608323,18,6,default,
58,59,1,5,"[47, 22, 79, 40, 52, 47, 43, 54]",>,789.0,2024-11-14 01:03:50.312360,18,3,default,
59,60,1,6,"[45, 81, 63, 31, 53, 52, 50, 33]",>,1796.0,2024-11-14 01:04:18.665055,18,5,default,
60,61,1,2,"[51, 46, 40, 38, 69, 44, 82, 38]",>,446.0,2024-11-14 01:04:59.626545,18,5,default,
61,62,1,3,"[59, 40, 64, 32, 67, 25, 61, 60]",>,763.0,2024-11-14 01:05:05.306056,18,5,default,
62,63,1,4,"[62, 54, 53, 66, 25, 47, 73, 36]",>,29.0,2024-11-14 01:05:10.244645,18,6,default,
63,64,1,5,"[60, 58, 34, 45, 20, 67, 60, 40]",>,575.0,2024-11-14 01:05:15.726824,18,3,default,
64,65,1,2,"[52, 74, 34, 56, 60, 25, 62, 45]",>,2023.0,2024-11-14 01:13:12.237604,18,5,default,
65,66,1,3,"[17, 63, 50, 63, 54, 57, 64, 40]",>,1495.0,2024-11-14 01:13:18.658254,18,5,default,
66,67,1,2,"[59, 62, 70, 23, 59, 43, 34, 58]",>,2289.0,2024-11-14 01:14:57.448747,18,5,default,
67,68,1,3,"[43, 71, 48, 71, 64, 44, 37, 30]",>,7725.0,2024-11-14 01:15:16.223559,18,5,default,
68,69,1,4,"[24, 62, 51, 68, 45, 43, 48, 75]",>,1039.0,2024-11-14 01:15:22.164929,18,6,default,
69,70,1,2,"[55, 76, 24, 39, 54, 46, 50, 64]",>,1760.0,2024-11-14 01:15:31.968504,18,5,default,
70,71,1,2,"[70, 45, 63, 37, 61, 30, 36, 66]",>,1855.0,2024-11-14 01:17:01.791684,18,5,default,
71,72,1,3,"[37, 60, 36, 64, 39, 60, 35, 77]",>,372.0,2024-11-14 01:17:21.705524,18,5,default,
72,73,1,4,"[57, 56, 80, 51, 51, 58, 24, 39]",>,7210.0,2024-11-14 01:17:35.933680,18,6,default,
73,74,1,2,"[55, 84, 32, 56, 53, 44, 49, 35]",>,955.0,2024-11-14 01:18:12.472804,18,5,default,
74,75,1,2,"[63, 23, 64, 52, 69, 41, 60, 36]",>,1333.0,2024-11-14 01:20:41.131308,18,5,default,
75,76,1,3,"[50, 25, 65, 64, 28, 56, 66, 54]",>,1612.0,2024-11-14 01:20:55.933561,18,5,default,
76,77,1,2,"[55, 64, 17, 48, 57, 54, 42, 71]",>,2401.0,2024-11-14 01:22:18.331403,18,5,default,
77,78,1,2,"[37, 54, 74, 66, 40, 66, 35, 36]",>,907.0,2024-11-14 01:23:06.449839,18,5,default,
78,79,1,3,"[31, 76, 61, 66, 55, 44, 35, 40]",>,1415.0,2024-11-14 01:23:15.328107,18,5,default,
79,80,1,2,"[47, 57, 71, 61, 28, 49, 66, 29]",>,640.0,2024-11-14 01:23:55.560178,18,5,default,
80,81,1,3,"[80, 45, 43, 63, 47, 44, 60, 26]",>,1779.0,2024-11-14 01:24:03.517922,18,5,default,
81,82,1,4,"[55, 58, 48, 54, 36, 43, 36, 86]",>,1070.0,2024-11-14 01:24:09.495908,18,6,default,
82,83,1,2,"[78, 42, 36, 34, 60, 68, 45, 45]",>,1607.0,2024-11-14 01:28:24.057299,18,5,default,
83,84,1,2,"[62, 14, 46, 58, 59, 59, 51, 59]",>,1238.0,2024-11-14 01:29:25.136303,18,5,default,
84,85,1,3,"[66, 56, 40, 25, 35, 66, 67, 53]",>,1286.0,2024-11-14 01:29:31.328888,18,5,default,
85,86,1,4,"[65, 27, 37, 76, 44, 60, 47, 60]",>,1127.0,2024-11-14 01:29:37.375151,18,6,default,
86,87,1,2,"[20, 60, 56, 71, 37, 51, 62, 51]",>,1015.0,2024-11-14 01:47:09.039391,18,5,default,
87,88,1,3,"[45, 71, 36, 57, 63, 27, 41, 68]",>,1475.0,2024-11-14 01:47:15.438130,18,5,default,
88,89,1,4,"[36, 65, 72, 47, 42, 29, 70, 55]",>,1581.0,2024-11-14 01:47:21.924179,18,6,default,
89,90,1,2,"[48, 68, 25, 70, 57, 31, 56, 53]",>,771.0,2024-11-14 01:47:55.768237,18,5,default,
90,91,1,3,"[52, 52, 40, 81, 64, 43, 47, 29]",>,973.0,2024-11-14 01:48:01.671503,18,5,default,
91,92,1,4,"[37, 51, 66, 55, 72, 68, 38, 29]",>,601.0,2024-11-14 01:48:07.169980,18,6,default,
92,93,1,2,"[70, 63, 30, 45, 35, 69, 38, 58]",>,1325.0,2024-11-14 01:49:00.545966,18,5,default,
93,94,1,3,"[59, 83, 39, 59, 33, 47, 40, 48]",>,2357.0,2024-11-14 01:49:07.804984,18,5,default,
94,95,1,2,"[43, 80, 64, 59, 50, 29, 41, 42]",>,1924.0,2024-11-14 01:51:02.707198,18,5,default,
95,96,1,2,"[57, 26, 68, 54, 66, 49, 28, 60]",>,1670.0,2024-11-14 01:52:33.715344,18,5,default,
96,97,1,2,"[57, 67, 21, 65, 62, 52, 34, 50]",>,1433.0,2024-11-14 01:55:07.633188,18,5,default,
97,98,1,3,"[60, 37, 20, 55, 62, 51, 50, 73]",>,935.0,2024-11-14 01:55:13.493016,18,5,default,
98,99,1,2,"[78, 52, 50, 52, 26, 46, 66, 38]",>,1237.0,2024-11-14 01:59:52.745754,18,5,default,
99,100,1,3,"[42, 61, 63, 71, 46, 39, 62, 24]",>,1732.0,2024-11-14 02:00:01.192933,18,5,default,
100,101,1,4,"[24, 69, 45, 51, 50, 53, 47, 77]",>,2437.0,2024-11-14 02:00:08.576652,18,6,default,
101,102,1,2,"[30, 35, 44, 60, 40, 59, 62, 78]",>,1195.0,2024-11-14 02:03:21.120151,18,5,default,
102,103,1,3,"[62, 58, 57, 58, 45, 67, 44, 17]",>,774.0,2024-11-14 02:03:30.352592,18,5,default,
103,104,1,2,"[51, 44, 42, 41, 70, 70, 25, 65]",>,1141.0,2024-11-14 02:04:06.893801,18,5,default,
104,105,1,3,"[54, 59, 72, 57, 20, 44, 39, 63]",>,2953.0,2024-11-14 02:04:14.759372,18,5,default,
105,106,1,2,"[47, 52, 52, 26, 62, 32, 64, 73]",>,1502.0,2024-11-14 02:04:56.157012,18,5,default,
106,107,1,2,"[67, 66, 32, 36, 36, 41, 62, 68]",>,775.0,2024-11-14 02:06:11.869796,18,5,default,
107,108,1,2,"[71, 44, 38, 72, 58, 36, 30, 59]",>,1816.0,2024-11-14 13:58:57.682194,19,5,default,
108,109,1,2,"[26, 58, 36, 68, 45, 45, 72, 58]",>,5695.0,2024-11-14 13:59:59.581443,19,5,default,
109,110,1,3,"[55, 52, 55, 49, 45, 78, 55, 19]",>,2168.0,2024-11-14 14:00:09.643175,19,5,default,
110,111,1,2,"[59, 55, 58, 66, 22, 36, 42, 70]",>,1933.0,2024-11-14 14:00:51.850460,19,5,default,
111,112,1,3,"[60, 74, 48, 60, 40, 44, 33, 25]",<,1642.0,2024-11-14 14:01:01.998187,19,3,default,
112,113,1,4,"[66, 24, 38, 65, 66, 66, 44, 47]",>,2509.0,2024-11-14 14:01:09.465640,19,6,default,
113,114,1,5,"[69, 51, 49, 54, 44, 45, 12, 44]",<,769.0,2024-11-14 14:01:15.176944,19,2,default,
114,115,1,6,"[34, 73, 68, 76, 42, 47, 51, 41]",<,1491.0,2024-11-14 14:01:24.608205,19,7,default,
115,116,1,7,"[68, 50, 26, 55, 53, 21, 39, 56]",>,1070.0,2024-11-14 14:01:30.652079,19,2,default,
116,117,1,8,"[72, 23, 66, 40, 52, 53, 62, 64]",>,14198.0,2024-11-14 14:01:55.082035,19,7,default,
117,118,1,9,"[49, 53, 55, 67, 53, 12, 54, 49]",<,1007.0,2024-11-14 14:02:01.015777,19,4,default,
118,119,1,10,"[70, 49, 30, 53, 51, 28, 56, 71]",>,1057.0,2024-11-14 14:02:07.053665,19,5,default,
119,120,1,2,"[56, 43, 19, 70, 48, 68, 55, 49]",>,1615.0,2024-11-14 14:02:48.856564,20,5,default,
120,121,1,3,"[47, 26, 44, 75, 35, 56, 60, 65]",>,857.0,2024-11-14 14:02:56.237336,20,5,default,
121,122,1,4,"[39, 27, 43, 45, 67, 32, 63, 68]",<,1206.0,2024-11-14 14:03:02.364590,20,3,default,
122,123,1,5,"[51, 61, 41, 36, 28, 75, 64, 60]",>,1234.0,2024-11-14 14:03:10.446987,20,6,default,
123,124,1,6,"[68, 28, 32, 28, 53, 39, 57, 63]",<,1020.0,2024-11-14 14:03:16.378029,20,2,default,
124,125,1,2,"[62, 36, 29, 61, 43, 71, 66, 40]",>,9344.0,2024-11-14 14:29:16.237300,25,5,default,
125,126,1,2,"[35, 67, 54, 42, 72, 47, 64, 27]",>,994.0,2024-11-14 14:29:54.026040,25,5,default,
126,127,1,3,"[49, 79, 53, 35, 42, 54, 25, 47]",<,985.0,2024-11-14 14:30:01.842214,25,3,default,
127,128,1,4,"[57, 56, 24, 65, 51, 54, 35, 74]",>,1770.0,2024-11-14 14:30:08.596334,25,6,default,
128,129,1,5,"[32, 58, 55, 26, 65, 25, 51, 56]",<,862.0,2024-11-14 14:30:18.636484,25,2,default,
129,130,1,6,"[38, 71, 59, 74, 60, 53, 52, 25]",>,1360.0,2024-11-14 14:30:26.398070,25,7,default,
130,131,1,7,"[38, 56, 56, 36, 33, 78, 35, 60]",<,1353.0,2024-11-14 14:30:33.822203,25,4,default,
131,132,1,8,"[64, 44, 43, 87, 48, 47, 40, 43]",>,1544.0,2024-11-14 14:30:40.303524,25,6,default,
132,133,1,9,"[41, 78, 45, 46, 23, 35, 46, 54]",>,509.0,2024-11-14 14:30:46.894973,25,2,default,
133,134,1,10,"[27, 52, 60, 70, 39, 70, 44, 70]",<,1002.0,2024-11-14 14:30:52.841630,25,7,default,
134,135,1,2,"[68, 57, 23, 56, 59, 65, 32, 48]",>,2717.0,2024-11-19 15:56:54.530122,26,5,default,
135,136,1,3,"[43, 39, 51, 26, 64, 30, 66, 65]",<,1126.0,2024-11-19 15:57:01.960854,26,3,default,
136,137,1,4,"[43, 63, 38, 46, 27, 72, 61, 66]",<,681.0,2024-11-19 15:57:07.482168,26,6,default,
137,138,1,5,"[41, 53, 43, 23, 48, 67, 66, 27]",>,659272.0,2024-11-19 16:08:12.910735,26,2,default,
138,139,1,2,"[60, 54, 26, 41, 52, 35, 71, 69]",<,5065.0,2024-11-19 16:08:43.522262,27,5,default,
139,140,1,2,"[43, 80, 45, 35, 63, 62, 47, 33]",>,1005.0,2024-11-19 16:26:46.532504,28,5,default,
140,141,1,2,"[22, 34, 68, 60, 67, 53, 48, 56]",>,18576.0,2024-11-19 16:39:33.505044,3705,5,default,
141,142,1,3,"[50, 30, 51, 69, 54, 67, 40, 23]",<,562.0,2024-11-19 16:40:11.402866,2683,3,default,
142,143,1,4,"[74, 49, 40, 22, 48, 37, 62, 36]",<,47031.0,2024-11-19 16:41:11.729434,<django.db.models.query_utils.DeferredAttribute object at 0x10519db50>,2,default,
143,144,1,2,"[38, 61, 60, 23, 54, 70, 63, 39]",<,806.0,2024-11-19 16:43:46.229405,<django.db.models.query_utils.DeferredAttribute object at 0x1040ed5d0>,5,default,
144,145,1,2,"[66, 72, 45, 40, 55, 37, 65, 28]",<,1555.0,2024-11-19 16:45:26.068901,2,5,default,
145,146,1,2,"[70, 31, 61, 72, 32, 51, 51, 40]",<,2125.0,2024-11-19 16:49:29.622250,2,5,default,
146,147,1,2,"[37, 74, 57, 67, 50, 54, 24, 45]",<,1422.0,2024-11-19 16:51:13.438106,2,5,default,
147,148,1,2,"[67, 55, 30, 51, 34, 38, 74, 59]",<,982.0,2024-11-19 17:53:09.601083,41,5,default,
148,149,1,3,"[53, 49, 51, 22, 25, 67, 59, 58]",<,752.0,2024-11-19 17:54:13.254199,41,3,default,
149,150,1,4,"[52, 62, 46, 40, 68, 33, 79, 36]",>,1520.0,2024-11-19 17:54:23.246767,41,6,default,
150,151,1,5,"[79, 68, 27, 58, 51, 50, 59, 40]",>,45942.0,2024-11-19 17:55:15.084160,41,7,default,
151,152,1,6,"[52, 9, 51, 49, 57, 55, 57, 38]",>,925.0,2024-11-19 17:55:21.967657,41,2,default,
152,153,1,7,"[40, 43, 70, 43, 71, 79, 41, 45]",<,775.0,2024-11-19 17:56:11.101559,41,7,default,
153,154,1,2,"[31, 77, 53, 48, 54, 52, 28, 65]",<,5138.0,2024-11-19 18:00:21.782387,44,5,default,
154,155,1,3,"[34, 64, 54, 47, 57, 70, 31, 27]",<,6455.0,2024-11-19 18:00:33.759186,44,3,default,
155,156,1,2,"[67, 49, 45, 53, 70, 21, 62, 41]",>,2612.0,2024-11-19 18:28:17.669496,51,5,default,
156,157,1,2,"[60, 44, 30, 33, 44, 74, 52, 71]",>,1410.0,2024-11-19 18:29:46.686673,52,5,default,
157,158,1,2,"[64, 69, 36, 45, 34, 34, 72, 54]",>,1070.0,2024-11-19 18:39:02.473173,53,5,default,
158,159,1,3,"[33, 51, 60, 50, 43, 77, 46, 24]",<,3623.0,2024-11-19 18:39:12.881036,53,3,default,
159,160,1,4,"[54, 24, 46, 38, 54, 74, 58, 68]",<,2767.0,2024-11-19 18:39:20.488994,53,6,default,
160,161,1,5,"[41, 16, 62, 34, 65, 57, 49, 44]",>,1498.0,2024-11-19 18:39:28.612560,53,2,default,
161,162,1,6,"[47, 44, 56, 75, 59, 41, 78, 32]",<,942.0,2024-11-19 18:39:34.396648,53,7,default,
162,163,1,7,"[43, 28, 48, 59, 39, 35, 80, 52]",>,13209.0,2024-11-19 18:39:53.923981,53,3,default,
163,164,1,8,"[71, 58, 74, 38, 45, 61, 36, 33]",>,1016.0,2024-11-19 18:39:59.764230,53,6,default,
164,165,1,2,"[40, 51, 20, 57, 55, 56, 76, 53]",>,1015.0,2024-11-19 18:46:41.796902,54,5,default,
165,166,1,3,"[43, 67, 34, 48, 46, 76, 63, 31]",>,901.0,2024-11-19 18:48:11.181154,54,5,default,
166,167,1,4,"[59, 27, 44, 35, 62, 29, 62, 66]",<,992.0,2024-11-19 18:48:17.008356,54,3,default,
167,168,1,5,"[64, 55, 63, 27, 37, 66, 68, 36]",<,70442.0,2024-11-19 18:49:41.084707,54,6,default,
168,169,1,6,"[52, 44, 65, 41, 19, 54, 30, 63]",<,650.0,2024-11-19 18:49:46.580849,54,2,default,
169,170,1,2,"[25, 37, 46, 71, 43, 68, 58, 60]",<,890.0,2024-11-19 18:49:56.674758,54,5,default,
170,171,1,2,"[32, 63, 39, 48, 75, 35, 48, 68]",<,711.0,2024-11-19 18:50:35.513678,54,5,default,
171,172,1,2,"[44, 49, 60, 85, 49, 34, 50, 37]",<,875.0,2024-11-19 18:52:21.838430,54,5,default,
172,173,1,2,"[77, 45, 32, 70, 46, 42, 59, 37]",<,826.0,2024-11-19 18:54:11.757021,55,5,default,
173,174,1,2,"[34, 48, 41, 78, 49, 72, 48, 38]",<,1701.0,2024-11-19 19:02:07.666522,56,5,default,
174,175,1,2,"[51, 40, 37, 34, 56, 79, 69, 42]",<,1039.0,2024-11-19 19:02:50.885979,56,5,default,
175,176,1,2,"[43, 74, 34, 75, 49, 53, 49, 31]",>,1215.0,2024-11-19 19:13:33.185572,57,5,default,
176,177,1,3,"[41, 52, 65, 34, 47, 47, 83, 39]",>,1261.0,2024-11-19 19:13:39.291182,57,5,default,
177,178,1,2,"[24, 34, 67, 69, 43, 61, 56, 54]",<,1440.0,2024-11-19 19:26:45.297715,60,5,default,
178,179,1,3,"[28, 72, 50, 24, 57, 40, 57, 56]",>,2218.0,2024-11-19 19:26:52.391314,60,3,default,
179,180,1,4,"[60, 65, 68, 61, 31, 62, 29, 40]",<,1052.0,2024-11-19 19:27:01.034416,60,6,default,
180,181,1,5,"[37, 77, 64, 36, 35, 41, 57, 37]",<,883.0,2024-11-19 19:27:06.748121,60,3,default,
181,182,1,6,"[23, 36, 61, 40, 69, 63, 39, 53]",<,1334.0,2024-11-19 19:27:12.928526,60,3,default,
182,183,1,2,"[54, 74, 24, 37, 60, 40, 58, 61]",<,2773.0,2024-11-19 19:31:33.527024,61,5,default,
183,184,1,3,"[37, 23, 59, 51, 48, 48, 41, 77]",>,45776.0,2024-11-19 19:32:24.153539,61,3,default,
184,185,1,4,"[61, 72, 63, 26, 34, 61, 56, 43]",<,3067.0,2024-11-19 19:32:34.301239,61,6,default,
185,186,1,5,"[57, 55, 59, 37, 19, 52, 36, 69]",>,1471.0,2024-11-19 19:32:40.612247,61,3,default,
186,187,1,2,"[51, 44, 48, 22, 53, 65, 77, 48]",>,4201.0,2024-11-19 19:36:39.930834,62,5,default,
187,188,1,3,"[46, 25, 58, 66, 70, 49, 32, 62]",>,1164.0,2024-11-19 19:36:45.938345,62,5,default,
188,189,1,4,"[36, 46, 26, 38, 55, 71, 69, 43]",<,19344.0,2024-11-19 19:37:13.180372,62,3,default,
189,190,1,5,"[49, 38, 51, 48, 33, 80, 46, 71]",<,19936.0,2024-11-19 19:37:37.949170,62,6,default,
190,191,1,6,"[44, 42, 16, 48, 62, 68, 37, 51]",>,1461.0,2024-11-19 19:37:44.242788,62,2,default,
191,192,1,7,"[60, 80, 67, 49, 56, 30, 54, 36]",>,4555.0,2024-11-19 19:37:55.589451,62,7,default,
192,193,1,8,"[41, 58, 72, 51, 49, 35, 76, 34]",>,594.0,2024-11-19 19:38:01.015344,62,6,default,
193,194,1,9,"[61, 65, 60, 48, 16, 65, 51, 50]",>,13592.0,2024-11-19 19:38:19.470068,62,6,default,
194,195,1,10,"[36, 28, 58, 30, 37, 74, 53, 52]",<,873.0,2024-11-19 19:38:26.870842,62,2,default,
195,196,1,2,"[51, 38, 63, 29, 73, 68, 36, 50]",<,1051.0,2024-11-19 23:53:44.655571,63,5,default,
196,197,1,2,"[73, 37, 35, 27, 59, 56, 63, 58]",<,641.0,2024-11-19 23:57:47.716432,65,5,default,
197,198,1,3,"[66, 40, 37, 47, 37, 58, 26, 73]",<,82464.0,2024-11-19 23:59:19.310407,65,3,default,
198,199,1,2,"[63, 78, 57, 46, 49, 23, 46, 46]",<,1133.0,2024-11-19 23:59:28.598297,65,5,default,
199,200,1,3,"[55, 56, 42, 21, 43, 62, 71, 34]",<,595.0,2024-11-19 23:59:34.027647,65,3,default,
200,201,1,4,"[53, 70, 19, 48, 44, 39, 65, 54]",<,675.0,2024-11-19 23:59:42.394316,65,4,default,
201,202,1,2,"[40, 64, 19, 60, 47, 67, 50, 61]",>,1779.0,2024-11-20 00:00:33.766760,65,5,default,
202,203,1,3,"[54, 36, 73, 37, 29, 52, 69, 58]",>,640.0,2024-11-20 00:00:39.251167,65,5,default,
203,204,1,4,"[64, 47, 66, 70, 28, 36, 64, 41]",>,775.0,2024-11-20 00:00:46.021723,65,6,default,
204,205,1,2,"[62, 62, 54, 53, 18, 44, 70, 45]",<,903.0,2024-11-20 00:01:05.564858,65,5,default,
205,206,1,3,"[33, 56, 72, 19, 48, 48, 54, 54]",<,671.0,2024-11-20 00:01:11.082918,65,3,default,
206,207,1,2,"[52, 63, 55, 76, 22, 40, 55, 45]",<,1362.0,2024-11-20 00:07:39.804085,65,5,default,
207,208,1,3,"[70, 50, 40, 39, 31, 55, 70, 29]",<,1372.0,2024-11-20 00:07:47.606790,65,3,default,
208,209,1,2,"[47, 54, 43, 32, 30, 63, 60, 79]",<,959.0,2024-11-20 00:09:15.003172,65,5,default,
209,210,1,3,"[64, 57, 18, 62, 43, 48, 60, 32]",>,1484.0,2024-11-20 00:09:22.852980,65,3,default,
210,211,1,4,"[74, 40, 71, 31, 49, 60, 55, 36]",<,2071.0,2024-11-20 00:09:31.824570,65,6,default,
211,212,1,5,"[58, 59, 52, 51, 59, 31, 15, 59]",>,3769.0,2024-11-20 00:09:41.779130,65,3,default,
212,213,1,6,"[63, 26, 54, 45, 47, 68, 39, 74]",>,781.0,2024-11-20 00:09:48.816236,65,6,default,
213,214,1,2,"[55, 71, 49, 27, 60, 53, 65, 28]",<,1646.0,2024-11-20 00:14:30.608561,66,5,default,
214,215,1,3,"[56, 73, 20, 38, 52, 60, 46, 39]",>,1289.0,2024-11-20 00:14:38.000882,66,3,default,
215,216,1,4,"[52, 73, 46, 73, 60, 26, 45, 41]",>,1024.0,2024-11-20 00:14:44.895120,66,6,default,
216,217,1,5,"[53, 63, 48, 82, 36, 58, 31, 45]",>,10097.0,2024-11-20 00:15:01.531853,66,6,default,
217,218,1,6,"[58, 71, 30, 32, 63, 70, 44, 48]",>,728.0,2024-11-20 00:15:08.285313,66,6,default,
