1,3.2,180,180,0.91839,1
1,12.8,180,0,1.0591,1
5,51.2,180,180,0.94085,1
1,6.4,0,0,0.85849,1
4,25.6,0,0,0.86756,1
4,25.6,0,0,0.88198,1
1,3.2,180,180,0.71729,1
5,12.8,0,0,0.88196,1
3,25.6,0,0,1.717,1
1,3.2,180,180,0.88198,1
1,3.2,180,0,0.94072,1
6,25.6,0,0,0.81139,1
1,12.8,180,180,1.1642,1
4,25.6,0,0,0.77618,1
5,25.6,0,0,0.78792,1
6,25.6,0,0,0.72913,1
5,51.2,180,180,0.67025,1
1,12.8,180,180,0.81146,1
4,12.8,0,0,0.64674,1
2,6.4,180,180,0.67032,1
1,6.4,0,0,0.72907,1
1,6.4,180,180,0.97602,1
1,6.4,0,0,0.83481,1
3,12.8,0,0,0.7995,1
4,12.8,0,0,0.61147,1
1,25.6,0,0,0.85843,1
2,25.6,180,180,0.69401,1
3,51.2,180,180,0.88189,1
1,6.4,0,0,0.85843,1
1,12.8,180,0,0.83472,1
2,12.8,0,0,0.75265,1
1,6.4,180,180,0.82315,1
2,3.2,0,0,0.75252,1
5,51.2,180,180,0.67032,1
6,51.2,180,180,0.54084,1
1,6.4,0,180,0.82309,1
1,12.8,0,0,0.79955,1
1,6.4,180,180,0.7996,1
4,25.6,0,0,0.55289,1
4,12.8,180,180,0.52934,1
3,25.6,0,0,0.7056,1
1,12.8,180,180,0.79968,1
1,3.2,0,0,0.82321,1
4,25.6,180,180,0.67026,1
4,6.4,0,0,0.62327,1
4,25.6,0,0,0.71728,1
1,6.4,180,180,0.82309,1
1,6.4,180,180,0.64678,1
1,3.2,180,0,0.75258,1
5,51.2,0,0,0.74089,1
6,25.6,0,0,0.64692,1
3,12.8,180,180,0.77606,1
1,12.8,180,180,0.92911,1
6,25.6,0,0,0.71734,1
4,3.2,0,0,0.89373,1
1,3.2,180,0,0.94071,1
1,3.2,180,0,0.64685,1
1,3.2,180,180,0.94078,1
1,6.4,0,0,1.07,1
4,51.2,0,0,0.75252,1
3,12.8,0,0,0.83494,1
5,25.6,180,180,0.74088,1
2,12.8,0,0,0.76428,1
5,25.6,0,0,0.81145,1
3,3.2,180,180,0.55268,1
3,12.8,0,0,0.84659,1
4,25.6,180,180,0.67031,1
4,6.4,0,0,0.71744,1
4,3.2,180,180,0.77612,1
1,3.2,180,0,0.85855,1
6,51.2,0,0,0.74083,1
6,51.2,0,0,0.71725,1
1,6.4,180,180,0.87014,1
2,25.6,0,0,0.82315,1
3,51.2,180,180,0.68212,1
4,51.2,0,0,0.88204,1
1,3.2,0,180,0.95248,1
1,3.2,180,0,1.0585,1
1,6.4,0,0,0.99946,1
1,3.2,180,0,1.3288,1
1,3.2,0,0,0.98766,1
6,51.2,180,180,0.65855,1
2,6.4,180,180,0.97602,1
1,3.2,0,0,0.788,1
3,12.8,180,180,0.78795,1
1,12.8,0,0,0.85839,1
1,3.2,0,180,0.97603,1
1,3.2,0,0,0.98795,1
4,25.6,180,180,0.77606,1
4,25.6,180,180,0.81133,1
3,6.4,180,180,0.81145,1
2,6.4,180,0,0.79972,1
3,12.8,180,180,0.69389,1
1,3.2,0,0,1.1289,1
5,25.6,180,180,0.65862,1
4,12.8,0,0,0.51761,1
6,51.2,0,0,0.69393,1
2,12.8,180,180,0.77615,1
6,51.2,180,180,0.65853,1
6,51.2,180,180,0.83493,1
1,3.2,0,0,0.97593,1
3,25.6,0,0,0.85835,1
1,3.2,180,0,1.1054,1
1,3.2,0,0,0.91727,1
4,51.2,180,180,0.77612,1
1,6.4,180,0,0.929,1
1,3.2,0,0,0.95256,1
6,51.2,180,180,0.85844,1
5,51.2,0,0,0.71727,1
1,6.4,0,0,0.95253,1
2,6.4,0,0,0.79961,1
1,12.8,180,0,0.99954,1
1,6.4,180,180,0.99959,1
2,3.2,180,180,0.91727,1
5,25.6,0,0,0.70555,1
1,6.4,180,180,0.98792,1
4,51.2,180,180,0.72904,1
5,51.2,0,0,0.77613,1
1,6.4,0,0,0.99942,1
1,6.4,180,180,1.1759,1
4,12.8,0,0,0.82323,1
1,6.4,0,0,0.90537,1
4,25.6,180,180,0.88198,1
5,25.6,0,0,0.69379,1
4,6.4,0,0,0.69377,1
6,51.2,180,180,0.52936,1
6,25.6,180,180,0.67036,1
6,12.8,180,180,0.70566,1
1,3.2,0,0,0.77624,1
6,51.2,180,180,0.6115,1
1,6.4,0,0,0.82322,1
1,3.2,0,0,0.81138,1
3,25.6,0,0,0.63509,1
3,12.8,0,0,0.81134,1
2,12.8,180,180,0.82307,1
6,51.2,180,180,0.69379,1
5,51.2,0,0,0.71729,1
6,25.6,180,180,0.82308,1
1,12.8,180,180,0.89377,1
3,3.2,180,180,0.75257,1
2,25.6,180,180,0.7172,1
1,3.2,180,180,0.87009,1
3,12.8,0,0,0.74074,1
2,6.4,180,180,0.64666,1
3,12.8,0,0,0.70557,1
1,12.8,0,0,0.84669,1
2,12.8,0,0,0.89372,1
5,51.2,180,180,0.68203,1
1,3.2,0,0,0.8114,1
6,51.2,180,180,0.68198,1
1,3.2,180,0,0.70549,1
6,51.2,180,180,0.75265,1
6,51.2,0,0,0.7527,1
1,6.4,180,0,0.90547,1
3,25.6,0,0,0.74081,1
1,12.8,180,180,0.91711,1
2,25.6,0,0,0.82325,1
3,25.6,0,0,0.79954,1
3,25.6,0,0,0.77603,1
4,25.6,180,180,0.77603,1
6,51.2,180,180,0.64665,1
6,51.2,180,180,0.70571,1
5,51.2,180,180,0.74089,1
5,51.2,0,0,0.69383,1
1,12.8,180,180,0.96417,1
2,3.2,0,0,0.82321,1
1,3.2,180,0,0.92907,1
2,12.8,0,0,0.79973,1
2,12.8,0,0,0.87019,1
1,6.4,180,0,0.82309,1
2,12.8,0,0,0.7878,1
5,51.2,180,180,0.81146,1
5,51.2,0,0,0.84679,1
1,6.4,180,180,0.88193,1
4,25.6,0,0,0.89361,1
1,6.4,0,0,0.91731,1
1,6.4,180,180,0.55271,1
1,12.8,180,180,0.8467,1
5,51.2,0,0,0.71736,1
6,51.2,0,0,0.81127,1
2,25.6,180,180,0.74088,1
3,12.8,0,0,0.7174,1
6,51.2,180,180,0.63495,1
1,12.8,180,180,0.89377,1
3,51.2,180,180,0.75273,1
1,3.2,180,180,0.90543,1
1,3.2,0,0,0.82309,1
3,6.4,0,0,0.67025,1
5,25.6,0,0,0.69375,1
1,3.2,180,0,1.2583,1
1,3.2,0,0,0.83482,1
6,51.2,0,0,0.64681,1
1,3.2,0,0,0.96426,1
1,6.4,0,0,0.78782,1
1,6.4,0,180,0.8702,1
4,25.6,0,0,0.65845,1
1,6.4,180,180,0.83488,1
4,25.6,180,180,0.85847,1
1,6.4,180,0,0.91723,1
6,51.2,180,180,0.71732,1
6,3.2,180,180,1.4239,2
6,12.8,180,180,1.2701,2
6,51.2,180,180,1.0585,2
5,6.4,0,0,1.2935,2
6,25.6,0,0,1.1649,2
5,25.6,0,0,1.1406,2
5,3.2,180,180,1.0768,2
5,12.8,0,0,0.92897,2
5,25.6,0,0,0.95255,2
6,3.2,180,180,0.63494,2
3,3.2,180,180,0.91736,2
6,25.6,0,0,0.79959,2
6,12.8,180,180,0.89384,2
6,25.6,0,0,0.85839,2
6,25.6,0,0,0.62334,2
6,25.6,0,0,0.55286,2
6,51.2,180,180,0.63524,2
5,12.8,180,180,0.87022,2
6,12.8,0,0,0.87029,2
4,6.4,180,180,0.85855,2
6,6.4,0,0,0.81134,2
5,6.4,180,180,0.78785,2
6,6.4,0,0,0.81129,2
6,12.8,0,0,1.4583,2
6,12.8,0,0,0.69383,2
6,25.6,0,0,0.59988,2
3,25.6,180,180,0.90544,2
6,51.2,180,180,0.62335,2
5,6.4,0,0,0.74084,2
6,12.8,180,180,0.72925,2
3,12.8,0,0,0.71737,2
6,6.4,180,180,0.68206,2
5,3.2,0,0,0.75252,2
6,51.2,180,180,0.58795,2
6,51.2,180,180,0.63499,2
3,6.4,0,0,0.68211,2
6,12.8,0,0,0.7643,2
6,6.4,180,180,0.68202,2
6,25.6,0,0,1.035,2
2,12.8,180,180,0.52918,2
6,25.6,0,0,0.52944,2
6,12.8,180,180,0.65845,2
4,3.2,0,0,0.56453,2
2,25.6,180,0,0.5294,2
5,6.4,0,0,1.2934,2
6,25.6,0,0,0.92891,2
2,6.4,180,0,0.65862,2
1,6.4,180,0,1.223,2
5,3.2,180,180,0.83496,2
6,51.2,0,0,0.52919,2
6,25.6,0,0,0.79954,2
6,12.8,180,0,0.70565,2
6,12.8,180,180,0.67037,2
6,25.6,0,0,0.51759,2
1,3.2,0,180,0.90555,2
6,3.2,180,0,0.62319,2
6,3.2,180,180,0.70544,2
1,3.2,180,0,1.1407,2
1,6.4,0,0,1.8346,2
6,51.2,0,0,0.81138,2
6,12.8,0,0,0.882,2
6,25.6,180,180,0.59969,2
6,12.8,0,0,0.85843,2
6,25.6,0,0,0.58788,2
6,3.2,180,180,0.71733,2
6,12.8,0,0,0.61141,2
6,25.6,180,180,0.68202,2
6,6.4,0,0,0.57641,2
6,3.2,180,0,0.54095,2
6,3.2,180,180,0.61167,2
6,51.2,0,0,0.51749,2
6,51.2,0,0,0.58786,2
6,6.4,180,0,0.52918,2
6,25.6,0,0,0.51744,2
6,51.2,180,180,0.55263,2
6,51.2,0,0,0.51753,2
1,3.2,0,180,0.5176,2
1,3.2,180,180,0.96417,2
6,6.4,0,0,0.5412,2
6,3.2,180,180,0.69374,2
3,3.2,0,0,0.52918,2
6,51.2,180,180,0.79963,2
1,6.4,180,180,0.90543,2
4,3.2,0,0,0.57619,2
6,12.8,180,180,0.81124,2
3,12.8,0,0,0.51744,2
6,3.2,0,180,0.87031,2
4,3.2,0,0,0.78781,2
6,25.6,180,180,0.56486,2
6,25.6,180,180,0.5294,2
3,6.4,180,0,0.78776,2
6,6.4,180,180,0.58813,2
4,12.8,180,180,0.5763,2
5,3.2,0,180,0.75255,2
5,25.6,180,180,0.71751,2
5,12.8,0,0,0.52925,2
5,51.2,0,0,0.84685,2
5,12.8,180,180,0.54115,2
5,51.2,180,180,0.51761,2
5,51.2,180,180,0.5996,2
4,3.2,0,180,0.52943,2
6,25.6,0,0,0.51745,2
6,3.2,180,180,0.89366,2
6,3.2,0,180,0.776,2
6,51.2,180,180,0.50653,2
6,6.4,180,180,0.75263,2
4,3.2,0,180,0.91715,2
6,51.2,180,180,0.5174,2
6,51.2,0,0,0.51752,2
6,6.4,0,0,0.71717,2
6,6.4,0,0,0.81146,2
6,12.8,180,0,0.51757,2
5,6.4,180,180,1.5524,2
3,3.2,180,180,0.97597,2
6,25.6,0,0,0.58825,2
6,6.4,180,180,0.52932,2
6,51.2,180,180,0.51761,2
6,51.2,0,0,0.51927,2
6,6.4,0,0,0.67024,2
5,6.4,180,0,0.52925,2
6,12.8,0,0,0.67037,2
4,6.4,0,180,0.87025,2
5,25.6,180,180,0.68206,2
6,25.6,0,0,0.50608,2
6,6.4,0,0,0.56463,2
6,51.2,180,180,0.835,2
3,25.6,180,180,0.5997,2
3,12.8,180,180,0.62321,2
4,3.2,0,0,0.61141,2
6,51.2,180,180,0.57623,2
6,6.4,0,0,0.62329,2
5,3.2,0,180,0.63504,2
6,25.6,0,0,0.64695,2
6,12.8,0,0,0.5528,2
2,12.8,180,180,0.79964,2
6,51.2,180,180,0.51745,2
6,51.2,0,0,0.76436,2
6,25.6,180,180,0.51775,2
6,12.8,180,180,0.52912,2
6,3.2,180,0,1.8698,2
6,25.6,180,180,0.52935,2
4,3.2,180,0,0.69377,2
5,12.8,0,0,0.52935,2
2,6.4,180,180,0.6467,2
1,12.8,0,0,0.77613,2
1,12.8,0,0,0.97609,2
5,12.8,0,0,0.52929,2
6,51.2,180,180,0.5645,2
4,3.2,0,0,0.70577,2
5,51.2,180,180,0.5763,2
1,3.2,180,0,0.92902,2
6,51.2,180,180,0.52917,2
6,51.2,0,0,0.70554,2
1,6.4,180,180,0.57625,2
6,25.6,0,0,0.67049,2
6,12.8,180,180,0.61149,2
6,25.6,0,0,0.8114,2
6,25.6,0,0,0.57643,2
6,25.6,0,0,0.75254,2
6,25.6,180,180,0.6585,2
6,51.2,180,180,0.5879,2
6,51.2,180,180,0.83485,2
6,51.2,180,180,0.64679,2
6,51.2,0,0,0.52929,2
1,12.8,180,180,0.90558,2
2,3.2,0,180,0.83484,2
5,3.2,180,0,0.52923,2
6,12.8,0,0,0.63486,2
6,12.8,0,0,0.71732,2
5,6.4,180,180,0.94069,2
6,12.8,0,0,0.82312,2
6,51.2,180,180,0.61166,2
6,51.2,0,0,0.51756,2
4,6.4,180,0,0.96438,2
6,25.6,0,0,0.7761,2
5,6.4,0,180,1.1289,2
6,6.4,180,180,0.9172,2
6,12.8,180,0,0.52946,2
6,51.2,0,0,0.62325,2
6,51.2,0,0,0.68197,2
6,25.6,180,180,0.54105,2
6,12.8,0,0,0.61142,2
6,51.2,180,180,0.59983,2
6,12.8,180,180,0.97605,2
6,51.2,180,180,0.76435,2
1,3.2,180,0,0.51755,2
4,3.2,0,0,0.88184,2
4,6.4,0,0,0.90543,2
5,25.6,0,0,0.65848,2
6,3.2,180,180,0.71738,2
1,3.2,0,180,0.94071,2
6,51.2,0,0,0.61149,2
1,3.2,0,0,0.96451,2
6,6.4,0,0,0.67024,2
6,6.4,0,0,0.51754,2
6,25.6,0,0,0.52946,2
5,6.4,180,180,0.50661,2
6,25.6,180,180,0.57636,2
6,6.4,180,0,0.8349,2
6,51.2,180,180,0.52939,2
6,51.2,180,180,0.60062,3
6,12.8,180,180,0.52941,3
3,12.8,0,180,0.85867,3
5,3.2,180,180,0.61157,3
6,25.6,0,0,0.51747,3
6,25.6,180,180,0.50712,3
3,6.4,180,0,0.63511,3
3,12.8,0,0,0.55296,3
2,6.4,0,180,0.7291,3
6,25.6,180,180,0.51739,3
6,6.4,0,0,0.52918,3
6,51.2,0,0,0.52952,3
4,12.8,0,0,0.64679,3
6,51.2,180,180,0.59969,3
6,51.2,0,0,0.51934,3
4,12.8,0,0,0.64681,3
6,12.8,180,180,0.52952,3
2,6.4,0,0,0.72909,3
6,51.2,180,180,0.5176,3
2,3.2,180,0,0.69376,3
6,3.2,180,180,0.51757,3
6,51.2,0,0,0.51746,3
6,51.2,180,180,0.52948,3
6,51.2,180,180,0.51756,3
6,51.2,0,0,0.52052,3
5,6.4,0,180,0.74118,3
6,12.8,180,180,0.51749,3
6,12.8,0,0,0.51736,3
2,6.4,180,180,0.83509,3
3,6.4,0,0,0.68214,3
4,6.4,0,0,0.62329,3
3,3.2,180,180,0.56444,3
6,51.2,180,180,0.5175,3
3,3.2,180,180,0.81134,3
6,51.2,180,180,0.51737,3
2,6.4,180,180,0.6703,3
2,12.8,180,0,0.75255,3
1,6.4,0,180,0.67028,3
3,3.2,180,0,0.62325,3
2,3.2,180,180,0.71736,3
6,51.2,180,180,0.51738,3
3,3.2,180,0,0.6468,3
3,12.8,180,180,0.5174,3
5,25.6,0,0,0.55268,3
6,25.6,180,180,0.55275,3
4,12.8,0,0,0.76448,3
2,6.4,180,180,0.70555,3
6,51.2,0,0,0.51727,3
3,6.4,180,180,0.58814,3
3,3.2,180,180,0.70553,3
6,51.2,180,180,0.51759,3
6,25.6,180,180,0.63501,3
6,25.6,0,0,0.57635,3
6,51.2,0,0,0.51751,3
3,6.4,180,180,0.71727,3
6,12.8,0,0,0.51764,3
3,3.2,0,0,0.63499,3
2,3.2,0,180,0.71762,3
6,51.2,0,0,0.51746,3
3,25.6,180,180,0.63485,3
6,25.6,180,180,0.52922,3
6,25.6,0,0,0.51729,3
3,6.4,180,0,0.64687,3
6,51.2,0,0,0.5176,3
2,3.2,0,180,0.56446,3
3,6.4,180,180,0.67034,3
